id,country,object_type,launch_year,altitude_km,orbit_type,status
538,Japan,Rocket Body,1970,13412.3,MEO,Active
539,South Korea,Debris,2002,1689.88,LEO,Active
540,India,Debris,1992,6261.01,MEO,Active
541,India,Payload,2010,29887.81,GEO,Active
542,United Kingdom,Debris,2011,27610.74,GEO,Active
543,France,Payload,2001,10089.81,MEO,Inactive
544,China,Payload,2001,24067.57,GEO,Inactive
545,Brazil,Payload,1988,18818.01,MEO,Active
546,Israel,Payload,1963,10371.37,MEO,Inactive
547,China,Rocket Body,2019,24474.34,GEO,Active
548,United States,Debris,1986,3652.34,MEO,Active
549,Brazil,Payload,1982,6405.9,MEO,Active
550,UAE,Payload,2006,25154.26,GEO,Inactive
551,United Kingdom,Debris,1991,21077.11,GEO,Active
552,Australia,Payload,2001,32907.18,GEO,Inactive
553,Brazil,Payload,2004,3220.65,MEO,Inactive
554,South Korea,Payload,1991,17521.01,MEO,Active
555,Russia,Payload,2024,27382.2,GEO,Active
556,UAE,Debris,1999,460.57,LEO,Active
557,Italy,Payload,1962,15685.12,MEO,Active
558,Israel,Rocket Body,2018,27427.6,GEO,Active
559,South Korea,Debris,1994,15737.41,MEO,Active
560,South Korea,Payload,2016,24385.86,GEO,Inactive
561,India,Debris,1985,9104.84,MEO,Inactive
562,South Korea,Debris,2011,19699.95,MEO,Inactive
563,South Korea,Payload,2015,15419.99,MEO,Active
564,South Korea,Debris,1969,31148.03,GEO,Inactive
565,Australia,Payload,2023,35991.69,GEO,Inactive
566,Israel,Payload,1987,11846.63,MEO,Active
567,Brazil,Debris,1976,9558.69,MEO,Active
568,United Kingdom,Payload,2012,12012.47,MEO,Inactive
569,Italy,Rocket Body,2018,15212.83,MEO,Active
570,Japan,Rocket Body,1965,24758.08,GEO,Active
571,UAE,Debris,1969,14181.09,MEO,Active
572,Japan,Payload,2003,8444.7,MEO,Inactive
573,UAE,Debris,2004,422.26,LEO,Active
574,China,Payload,2006,33547.5,GEO,Active
575,India,Payload,2020,13183.82,MEO,Active
576,Italy,Payload,1979,31321.74,GEO,Active
577,United Kingdom,Debris,2019,243.97,LEO,Inactive
578,France,Payload,2021,9828.73,MEO,Active
579,Brazil,Payload,1971,29530.9,GEO,Active
580,United States,Rocket Body,2014,4168.04,MEO,Active
581,France,Debris,1967,16602.8,MEO,Inactive
582,Russia,Payload,2005,25871.85,GEO,Active
583,Canada,Rocket Body,1976,31676.89,GEO,Active
584,Japan,Rocket Body,2015,3926.44,MEO,Active
585,Japan,Debris,2005,26916.14,GEO,Inactive
586,India,Payload,1967,11709.02,MEO,Active
587,UAE,Payload,2020,5129.49,MEO,Active
588,United States,Payload,2005,24353.31,GEO,Inactive
589,France,Payload,2013,20009.77,GEO,Active
590,Japan,Rocket Body,2003,10467.86,MEO,Active
591,Australia,Payload,1990,34502.27,GEO,Inactive
592,UAE,Payload,1998,13421.33,MEO,Active
593,United States,Debris,1970,27857.41,GEO,Active
594,China,Payload,2017,6771.3,MEO,Inactive
595,Italy,Payload,1982,35724.57,GEO,Active
596,UAE,Debris,1965,14354.0,MEO,Active
597,China,Debris,2012,24630.65,GEO,Inactive
598,China,Debris,2002,31635.33,GEO,Active
599,France,Payload,2008,22806.58,GEO,Active
600,Brazil,Payload,2001,24240.49,GEO,Active
601,Australia,Debris,2013,1477.5,LEO,Active
602,India,Debris,2021,14574.58,MEO,Inactive
603,United States,Debris,1990,34400.17,GEO,Active
604,China,Debris,1991,29748.05,GEO,Active
605,Canada,Rocket Body,1999,11733.46,MEO,Active
606,China,Payload,2004,4826.87,MEO,Active
607,Russia,Payload,2005,17446.75,MEO,Active
608,South Korea,Payload,2013,8004.97,MEO,Inactive
609,Israel,Payload,1965,14369.1,MEO,Active
610,France,Debris,2003,31928.23,GEO,Inactive
611,United States,Rocket Body,2021,16277.8,MEO,Inactive
612,China,Payload,1979,32368.69,GEO,Inactive
613,Japan,Payload,2017,5705.21,MEO,Inactive
614,Italy,Debris,1970,33516.68,GEO,Inactive
615,South Korea,Payload,2009,1418.87,LEO,Inactive
616,UAE,Debris,1961,32552.11,GEO,Inactive
617,Japan,Debris,1993,21926.44,GEO,Active
618,Israel,Payload,1998,16491.59,MEO,Inactive
619,Italy,Payload,2024,23167.82,GEO,Active
620,United Kingdom,Rocket Body,1995,29417.39,GEO,Active
621,Germany,Payload,1963,8162.63,MEO,Inactive
622,United Kingdom,Rocket Body,2007,20892.83,GEO,Active
623,United States,Payload,1971,21281.01,GEO,Inactive
624,United States,Debris,1970,14106.55,MEO,Active
625,Canada,Payload,1972,12794.48,MEO,Active
626,South Korea,Debris,1971,31641.25,GEO,Active
627,Israel,Debris,1963,2007.59,MEO,Active
628,Israel,Debris,1976,33451.99,GEO,Active
629,Germany,Payload,2004,6004.08,MEO,Inactive
630,Japan,Debris,2025,30862.43,GEO,Inactive
631,Russia,Payload,1998,4301.79,MEO,Inactive
632,Brazil,Payload,2014,20169.62,GEO,Inactive
633,France,Debris,2013,8090.22,MEO,Inactive
634,UAE,Debris,1993,15093.55,MEO,Inactive
635,South Korea,Payload,2011,5979.12,MEO,Inactive
636,India,Payload,2009,13801.03,MEO,Inactive
637,Japan,Debris,2013,32875.47,GEO,Inactive
638,Italy,Payload,2024,33980.49,GEO,Active
639,Australia,Payload,2017,2000.42,MEO,Inactive
640,Israel,Debris,2005,8056.6,MEO,Active
641,UAE,Payload,2020,16736.89,MEO,Inactive
642,China,Payload,2015,24382.06,GEO,Inactive
643,Japan,Payload,2002,16454.43,MEO,Inactive
644,China,Payload,1977,8201.74,MEO,Active
645,United Kingdom,Debris,2016,34366.97,GEO,Active
646,France,Payload,1992,13254.25,MEO,Active
647,United Kingdom,Payload,2019,33820.23,GEO,Inactive
648,Brazil,Payload,2006,20964.35,GEO,Active
649,Italy,Payload,1981,9348.46,MEO,Active
650,Canada,Payload,2002,23919.58,GEO,Inactive
651,Israel,Payload,1982,35805.93,GEO,Active
652,Japan,Debris,1996,27129.49,GEO,Inactive
653,Japan,Rocket Body,2004,21963.97,GEO,Active
654,Australia,Payload,1970,34546.45,GEO,Active
655,France,Debris,2012,3936.66,MEO,Active
656,Germany,Debris,2016,16739.39,MEO,Active
657,Japan,Debris,1991,11796.94,MEO,Active
658,Canada,Payload,1976,17288.39,MEO,Inactive
659,Canada,Debris,1977,20612.74,GEO,Active
660,Canada,Payload,1992,30163.8,GEO,Inactive
661,Brazil,Debris,1966,31617.05,GEO,Inactive
662,Australia,Payload,2004,7314.34,MEO,Active
663,Italy,Debris,2002,5024.44,MEO,Active
664,United Kingdom,Debris,1979,16190.98,MEO,Active
665,United States,Debris,1999,6466.43,MEO,Active
666,Israel,Rocket Body,1991,26037.39,GEO,Inactive
667,Italy,Payload,1974,6471.9,MEO,Active
668,Germany,Debris,1967,11216.54,MEO,Inactive
669,Russia,Debris,1986,18673.15,MEO,Inactive
670,China,Payload,2016,35391.42,GEO,Active
671,Germany,Payload,1966,25884.37,GEO,Active
672,China,Payload,1982,1428.16,LEO,Active
673,United States,Payload,2014,12585.96,MEO,Active
674,United Kingdom,Debris,1972,31226.2,GEO,Active
675,Japan,Payload,2018,10854.28,MEO,Inactive
676,Germany,Payload,1972,13952.54,MEO,Active
677,Canada,Rocket Body,2003,5108.47,MEO,Active
678,Russia,Payload,1989,24522.1,GEO,Inactive
679,Japan,Debris,1960,10698.22,MEO,Active
680,Australia,Payload,2013,33538.08,GEO,Inactive
681,United Kingdom,Payload,2022,14743.72,MEO,Inactive
682,France,Rocket Body,2000,25266.22,GEO,Active
683,Brazil,Debris,2005,16490.31,MEO,Active
684,Australia,Payload,1989,7174.18,MEO,Active
685,South Korea,Debris,1976,19379.93,MEO,Active
686,China,Debris,1960,30135.26,GEO,Inactive
687,Australia,Debris,1978,23460.02,GEO,Inactive
688,United States,Payload,2002,25063.87,GEO,Inactive
689,United Kingdom,Payload,2007,25907.66,GEO,Active
690,Brazil,Payload,1971,2974.19,MEO,Active
691,UAE,Debris,1995,19918.76,MEO,Inactive
692,UAE,Payload,1979,13578.11,MEO,Inactive
693,Canada,Payload,1981,16707.81,MEO,Inactive
694,Italy,Debris,1965,24066.22,GEO,Inactive
695,Japan,Payload,2000,24961.71,GEO,Active
696,France,Debris,1985,22856.8,GEO,Inactive
697,Australia,Payload,1985,16576.76,MEO,Active
698,United States,Payload,1998,30277.85,GEO,Active
699,China,Debris,2017,24646.06,GEO,Inactive
700,United Kingdom,Payload,2020,26249.67,GEO,Active
701,Canada,Payload,1960,28345.74,GEO,Active
702,Canada,Payload,2001,1300.86,LEO,Inactive
703,Japan,Debris,1997,20723.15,GEO,Active
704,United States,Payload,2002,23427.32,GEO,Active
705,United Kingdom,Payload,2025,4048.69,MEO,Inactive
706,Brazil,Payload,2025,27210.51,GEO,Inactive
707,Australia,Debris,2008,28584.56,GEO,Active
708,United States,Payload,1973,1157.88,LEO,Inactive
709,United Kingdom,Payload,2000,35068.6,GEO,Active
710,Canada,Payload,1995,12630.53,MEO,Active
711,Israel,Payload,2016,17044.23,MEO,Inactive
712,China,Debris,2006,35957.38,GEO,Active
713,Japan,Payload,1976,4849.43,MEO,Active
714,India,Debris,2018,31750.35,GEO,Inactive
715,Australia,Payload,2007,22401.56,GEO,Active
716,Israel,Payload,2018,8287.95,MEO,Active
717,Brazil,Payload,1970,15121.9,MEO,Active
718,France,Debris,2023,34504.67,GEO,Inactive
719,India,Rocket Body,2001,16894.12,MEO,Inactive
720,South Korea,Debris,1965,30567.9,GEO,Inactive
721,China,Payload,2019,14064.52,MEO,Active
722,South Korea,Payload,1986,24547.11,GEO,Inactive
723,South Korea,Payload,1968,29142.32,GEO,Inactive
724,UAE,Payload,2009,6253.47,MEO,Active
725,Germany,Payload,1991,32260.14,GEO,Inactive
726,Italy,Rocket Body,1988,34314.29,GEO,Active
727,Brazil,Payload,1986,13337.32,MEO,Active
728,Brazil,Debris,1974,2137.22,MEO,Inactive
729,China,Debris,2011,2753.17,MEO,Inactive
730,South Korea,Debris,1987,4508.62,MEO,Active
731,Brazil,Payload,1977,18715.5,MEO,Active
732,Brazil,Payload,1984,25738.91,GEO,Active
733,UAE,Payload,1971,29854.4,GEO,Active
734,Israel,Debris,1966,10578.6,MEO,Active
735,UAE,Debris,2012,33139.85,GEO,Active
736,UAE,Debris,1985,18765.38,MEO,Active
737,South Korea,Rocket Body,1998,18688.4,MEO,Active
738,Israel,Payload,1977,18076.69,MEO,Inactive
739,Italy,Payload,2005,12929.36,MEO,Active
740,United States,Rocket Body,2022,20452.28,GEO,Active
741,France,Payload,2004,29873.44,GEO,Active
742,China,Debris,1966,8439.72,MEO,Inactive
743,Israel,Payload,1994,469.1,LEO,Active
744,Canada,Payload,2017,21307.34,GEO,Inactive
745,Brazil,Debris,1995,4755.95,MEO,Active
746,Japan,Debris,2007,6520.61,MEO,Active
747,Israel,Debris,2008,34611.6,GEO,Active
748,Japan,Debris,2002,23670.66,GEO,Active
749,United Kingdom,Payload,1983,9392.27,MEO,Inactive
750,United States,Debris,1987,29229.54,GEO,Active
751,United States,Debris,2008,32597.8,GEO,Active
752,Italy,Rocket Body,2009,11075.38,MEO,Active
753,Israel,Payload,1970,10291.84,MEO,Active
754,Canada,Payload,1976,9504.19,MEO,Active
755,India,Rocket Body,1967,16755.82,MEO,Active
756,India,Payload,2006,23209.52,GEO,Active
757,United Kingdom,Rocket Body,2009,2651.62,MEO,Inactive
758,China,Payload,1992,20677.1,GEO,Active
759,China,Rocket Body,1962,25959.32,GEO,Inactive
760,Russia,Debris,1994,7224.88,MEO,Inactive
761,South Korea,Rocket Body,2001,29627.82,GEO,Active
762,United States,Debris,1987,2056.16,MEO,Inactive
763,Italy,Debris,2014,9424.32,MEO,Inactive
764,France,Debris,1963,4237.01,MEO,Active
765,Japan,Payload,1978,9885.4,MEO,Inactive
766,France,Payload,2021,18018.63,MEO,Active
767,Germany,Payload,1983,32860.83,GEO,Active
768,Italy,Debris,1995,27406.75,GEO,Active
769,United States,Payload,2000,24224.68,GEO,Active
770,Japan,Debris,2002,33802.43,GEO,Inactive
771,Canada,Debris,2012,8626.79,MEO,Active
772,Brazil,Payload,2012,9785.87,MEO,Active
773,South Korea,Debris,2010,22401.19,GEO,Active
774,Germany,Debris,1980,23649.78,GEO,Inactive
775,Australia,Payload,1997,34653.21,GEO,Active
776,Japan,Payload,1994,11162.93,MEO,Active
777,France,Debris,2014,5101.01,MEO,Active
778,Germany,Payload,1994,32744.95,GEO,Inactive
779,Brazil,Payload,1975,29559.2,GEO,Inactive
780,China,Debris,1989,17450.12,MEO,Active
781,United Kingdom,Payload,1967,28628.3,GEO,Active
782,Russia,Debris,1969,2284.1,MEO,Inactive
783,Japan,Debris,2003,1113.37,LEO,Active
784,Russia,Payload,2019,18985.65,MEO,Inactive
785,South Korea,Payload,1962,28357.04,GEO,Active
786,UAE,Payload,1990,9630.32,MEO,Active
787,Germany,Debris,2018,22417.51,GEO,Active
788,Canada,Debris,1967,2665.25,MEO,Inactive
789,UAE,Debris,1988,19874.27,MEO,Inactive
790,India,Payload,2017,8605.12,MEO,Active
791,United Kingdom,Payload,1995,9620.31,MEO,Active
792,UAE,Debris,2024,27193.87,GEO,Active
793,France,Debris,1995,23745.4,GEO,Inactive
794,Canada,Payload,1993,15791.71,MEO,Active
795,United Kingdom,Rocket Body,1993,5094.46,MEO,Inactive
796,United Kingdom,Debris,1972,33326.22,GEO,Inactive
797,India,Debris,1962,2603.77,MEO,Inactive
798,Japan,Payload,2004,27310.18,GEO,Active
799,Israel,Rocket Body,2013,19307.8,MEO,Active
800,Japan,Payload,2012,8870.68,MEO,Active
801,Germany,Payload,2004,16587.71,MEO,Active
802,United States,Payload,2001,32180.68,GEO,Active
803,Russia,Payload,1965,12777.67,MEO,Inactive
804,India,Payload,1995,23626.66,GEO,Active
805,Israel,Debris,1991,27247.27,GEO,Inactive
806,Japan,Debris,2004,17731.97,MEO,Active
807,UAE,Debris,2007,4635.38,MEO,Inactive
808,India,Payload,2008,20324.64,GEO,Inactive
809,Russia,Debris,2002,24541.09,GEO,Inactive
810,United States,Debris,1964,4230.77,MEO,Inactive
811,South Korea,Debris,2010,26307.8,GEO,Active
812,Russia,Debris,1970,18556.23,MEO,Inactive
813,India,Debris,1974,30807.09,GEO,Active
814,India,Payload,2019,15375.73,MEO,Active
815,Japan,Debris,1987,31524.81,GEO,Inactive
816,India,Debris,1961,26105.44,GEO,Active
817,Israel,Payload,2007,1598.17,LEO,Active
818,Germany,Payload,1978,18698.51,MEO,Active
819,United States,Payload,2000,13218.24,MEO,Inactive
820,France,Debris,1968,21123.47,GEO,Active
821,United Kingdom,Payload,1981,34804.99,GEO,Active
822,Germany,Debris,2017,34477.01,GEO,Active
823,Australia,Payload,1962,4137.95,MEO,Active
824,China,Debris,2016,31937.79,GEO,Active
825,South Korea,Debris,2008,21949.42,GEO,Inactive
826,India,Payload,1990,29366.7,GEO,Active
827,Canada,Debris,2001,29998.56,GEO,Active
828,Germany,Payload,2003,23025.65,GEO,Active
829,UAE,Debris,2010,7215.4,MEO,Active
830,Japan,Rocket Body,1991,20848.0,GEO,Inactive
831,South Korea,Debris,1967,12349.62,MEO,Active
832,Australia,Payload,2013,4832.15,MEO,Active
833,United States,Payload,2003,32014.52,GEO,Active
834,India,Debris,2006,32266.8,GEO,Inactive
835,South Korea,Debris,1981,5777.77,MEO,Active
836,India,Payload,2023,27241.09,GEO,Inactive
837,South Korea,Rocket Body,1988,3673.08,MEO,Active
838,France,Payload,2006,17408.37,MEO,Active
839,Canada,Rocket Body,2025,5738.85,MEO,Active
840,Canada,Payload,1974,1270.87,LEO,Active
841,Japan,Payload,2002,4263.99,MEO,Inactive
842,United States,Payload,2008,19781.33,MEO,Inactive
843,Italy,Payload,2011,3895.91,MEO,Inactive
844,France,Debris,2017,7967.46,MEO,Active
845,Italy,Payload,1989,10908.8,MEO,Inactive
846,Canada,Debris,2009,35682.66,GEO,Inactive
847,UAE,Debris,1963,14107.98,MEO,Inactive
848,UAE,Debris,2004,19425.1,MEO,Inactive
849,UAE,Payload,2017,20208.99,GEO,Inactive
850,Russia,Payload,1990,29891.1,GEO,Inactive
851,South Korea,Payload,1987,21542.34,GEO,Active
852,Brazil,Payload,1982,23722.4,GEO,Active
853,United Kingdom,Debris,2012,30479.75,GEO,Active
854,United Kingdom,Payload,1968,30582.46,GEO,Active
855,China,Debris,1989,28519.08,GEO,Active
856,United States,Debris,1964,8841.41,MEO,Inactive
857,Australia,Debris,1974,29926.06,GEO,Active
858,Australia,Payload,1978,12831.26,MEO,Active
859,South Korea,Payload,1967,16443.29,MEO,Inactive
860,United States,Debris,1970,26985.89,GEO,Inactive
861,Brazil,Rocket Body,1994,19958.89,MEO,Inactive
862,United States,Payload,1988,5392.4,MEO,Inactive
863,India,Debris,1964,33254.62,GEO,Active
864,Australia,Payload,1964,7522.39,MEO,Inactive
865,Italy,Payload,1963,4179.93,MEO,Inactive
866,Russia,Rocket Body,2001,2162.62,MEO,Active
867,South Korea,Payload,1974,2777.35,MEO,Inactive
868,Israel,Payload,2012,959.24,LEO,Active
869,United States,Rocket Body,1968,23705.32,GEO,Active
870,India,Payload,1992,9779.77,MEO,Active
871,Brazil,Debris,2001,6939.31,MEO,Active
872,China,Rocket Body,1992,35265.86,GEO,Active
873,Israel,Debris,1987,16990.31,MEO,Inactive
874,Australia,Payload,1991,3959.88,MEO,Inactive
875,Italy,Debris,1976,28966.55,GEO,Inactive
876,Australia,Debris,2006,35580.32,GEO,Active
877,UAE,Payload,1966,29478.77,GEO,Active
878,United Kingdom,Payload,1978,17227.98,MEO,Inactive
879,India,Payload,1991,31976.3,GEO,Inactive
880,Japan,Rocket Body,1992,11612.9,MEO,Active
881,South Korea,Rocket Body,1965,17369.23,MEO,Active
882,India,Payload,1977,34062.51,GEO,Inactive
883,Australia,Payload,1972,4736.43,MEO,Active
884,China,Debris,2014,23586.22,GEO,Inactive
885,UAE,Debris,1980,15777.69,MEO,Inactive
886,Israel,Payload,1971,32724.15,GEO,Active
887,Japan,Payload,1966,27475.5,GEO,Inactive
888,Brazil,Debris,2008,22194.06,GEO,Inactive
889,Australia,Debris,1971,16333.82,MEO,Active
890,Italy,Payload,1970,26687.98,GEO,Active
891,Canada,Payload,1975,31913.54,GEO,Inactive
892,China,Rocket Body,2020,21390.95,GEO,Active
893,France,Rocket Body,1997,27877.6,GEO,Active
894,South Korea,Debris,1988,9926.4,MEO,Inactive
895,United States,Payload,1976,16454.49,MEO,Active
896,UAE,Debris,1965,35033.05,GEO,Inactive
897,South Korea,Payload,2010,6635.37,MEO,Active
898,Australia,Debris,1982,12506.03,MEO,Active
899,Germany,Payload,2018,17418.17,MEO,Active
900,Japan,Debris,1960,32857.18,GEO,Inactive
901,Canada,Debris,1999,7464.02,MEO,Inactive
902,Japan,Debris,1961,20997.96,GEO,Inactive
903,United States,Payload,1995,31440.51,GEO,Active
904,Germany,Payload,2014,19512.08,MEO,Inactive
905,Australia,Payload,1981,8315.42,MEO,Active
906,China,Payload,2011,17051.25,MEO,Inactive
907,South Korea,Payload,1964,5048.51,MEO,Active
908,United Kingdom,Debris,1965,2652.29,MEO,Inactive
909,Germany,Payload,1968,30982.06,GEO,Active
910,United States,Debris,1978,9779.99,MEO,Active
911,UAE,Debris,1993,28161.21,GEO,Active
912,Germany,Rocket Body,2002,21461.8,GEO,Active
913,Australia,Payload,2015,27772.38,GEO,Inactive
914,Germany,Debris,1993,15811.13,MEO,Active
915,United States,Debris,2025,29341.09,GEO,Inactive
916,United States,Payload,1961,18155.86,MEO,Active
917,Israel,Debris,1999,9174.72,MEO,Active
918,France,Payload,2013,6988.06,MEO,Active
919,UAE,Debris,2021,7941.57,MEO,Active
920,Israel,Payload,2012,4987.73,MEO,Active
921,Japan,Payload,1967,15435.97,MEO,Inactive
922,South Korea,Debris,1997,8381.9,MEO,Active
923,United States,Debris,1971,18148.68,MEO,Active
924,United Kingdom,Debris,1968,16429.94,MEO,Inactive
925,Japan,Debris,1973,32739.67,GEO,Inactive
926,United Kingdom,Payload,1971,1663.09,LEO,Inactive
927,South Korea,Payload,2016,20228.71,GEO,Active
928,Brazil,Debris,1969,26090.07,GEO,Inactive
929,Brazil,Debris,1981,15019.15,MEO,Active
930,Germany,Rocket Body,2004,13529.51,MEO,Inactive
931,UAE,Payload,2023,14292.13,MEO,Active
932,UAE,Debris,1979,35118.02,GEO,Active
933,Israel,Payload,2016,33520.57,GEO,Inactive
934,Brazil,Payload,2015,35043.24,GEO,Active
935,Brazil,Payload,2003,27593.98,GEO,Inactive
936,Australia,Debris,2016,6828.28,MEO,Active
937,Russia,Debris,2002,14337.81,MEO,Active
938,Israel,Payload,2003,15148.26,MEO,Active
939,Canada,Rocket Body,2007,20624.65,GEO,Active
940,Israel,Debris,2015,1413.82,LEO,Active
941,Brazil,Rocket Body,1975,23413.74,GEO,Inactive
942,South Korea,Payload,1965,9215.97,MEO,Active
943,United Kingdom,Payload,1970,11905.05,MEO,Active
944,Brazil,Payload,1990,11566.09,MEO,Active
945,France,Debris,1976,11029.42,MEO,Active
946,China,Payload,1974,16997.47,MEO,Inactive
947,Russia,Debris,2017,31672.27,GEO,Active
948,Japan,Rocket Body,1985,25552.76,GEO,Inactive
949,Russia,Debris,2008,23012.69,GEO,Inactive
950,Russia,Payload,1966,16988.5,MEO,Inactive
951,Japan,Payload,1981,1343.1,LEO,Active
952,United States,Rocket Body,2010,34542.22,GEO,Inactive
953,United States,Payload,2017,7411.21,MEO,Active
954,France,Debris,2022,13882.5,MEO,Inactive
955,United States,Payload,2007,3066.93,MEO,Active
956,France,Payload,1967,17234.29,MEO,Inactive
957,United Kingdom,Payload,1993,21940.88,GEO,Active
958,Israel,Debris,1976,24447.23,GEO,Active
959,United Kingdom,Debris,1966,20288.72,GEO,Active
960,Australia,Payload,2001,19812.0,MEO,Inactive
961,United States,Payload,1964,7922.8,MEO,Active
962,United Kingdom,Rocket Body,2006,2893.52,MEO,Active
963,Brazil,Debris,1961,20147.79,GEO,Active
964,India,Debris,1969,7684.83,MEO,Active
965,Australia,Payload,1982,17790.44,MEO,Active
966,France,Payload,1977,28585.26,GEO,Active
967,China,Debris,1965,2459.5,MEO,Active
968,Italy,Debris,1960,24437.37,GEO,Active
969,France,Debris,1978,21908.03,GEO,Inactive
970,South Korea,Debris,1998,8627.93,MEO,Active
971,United States,Payload,1978,33399.95,GEO,Inactive
972,Italy,Debris,2009,26961.54,GEO,Active
973,Canada,Payload,2020,27261.52,GEO,Inactive
974,China,Payload,2012,15604.95,MEO,Inactive
975,UAE,Debris,1982,5748.22,MEO,Active
976,India,Debris,1990,32527.64,GEO,Active
977,France,Debris,1967,12304.74,MEO,Active
978,United States,Payload,2000,4615.59,MEO,Inactive
979,South Korea,Payload,1987,20033.26,GEO,Active
980,Canada,Debris,2015,11282.73,MEO,Active
981,South Korea,Payload,1976,20063.46,GEO,Active
982,France,Payload,1987,4251.0,MEO,Active
983,UAE,Payload,1961,2326.32,MEO,Inactive
984,China,Debris,1981,35874.8,GEO,Inactive
985,Russia,Debris,1978,34268.9,GEO,Active
986,France,Rocket Body,1981,26859.71,GEO,Inactive
987,Brazil,Debris,2010,13139.55,MEO,Inactive
