id,country,object_type,launch_year,growth_year,altitude_km,min_altitude_km,max_altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
68,Italy,Payload,2017,2017,7328.8,7315.64,7333.37,MEO,Inactive,700.45,396.19,475.74,28.17,513.2,38.76,550.43,628.37,508.44,215.03,83.1,400.21,188.91,452.73,64.63,426.05,677.62,759.28,206.23,19.2,957.91,511.24,88.23,60.66,97.29,962.1,595.25,507.77,119.02,144.62,796.91,979.21,311.18,274.06,699.02,316.16,792.73,620.38,994.12,571.09
69,Germany,Debris,2021,2021,4673.02,4659.88,4719.15,MEO,Active,294.62,230.26,518.55,439.55,406.37,648.49,455.32,869.62,866.14,237.99,415.92,205.49,747.4,718.77,627.85,921.59,740.3,736.67,253.13,435.25,154.91,20.71,608.48,328.83,88.73,634.96,476.26,435.0,16.97,350.81,926.49,721.95,661.36,583.47,978.71,283.36,148.75,38.17,334.1,415.01
70,Japan,Payload,1996,1996,24444.95,24432.18,24477.78,GEO,Inactive,399.39,587.13,214.49,441.86,181.55,708.07,904.32,506.55,799.92,213.99,161.92,617.91,224.4,769.8,465.31,992.76,910.37,894.9,167.29,88.71,251.97,603.5,63.86,300.43,62.33,283.23,992.48,294.29,189.18,781.98,731.52,596.1,490.42,479.19,303.33,8.85,644.92,240.45,361.83,135.97
71,Australia,Debris,2005,2005,1568.6,1538.36,1589.49,LEO,Inactive,674.74,605.32,442.89,950.79,568.12,420.44,199.06,234.6,1.86,186.76,901.81,218.07,855.58,288.22,182.58,476.83,6.59,889.9,359.49,398.34,669.62,873.51,727.57,179.15,910.86,116.79,87.38,834.75,798.57,554.67,893.15,13.1,73.26,610.92,463.08,900.44,50.15,661.02,833.67,290.53
72,Germany,Payload,1997,1997,31602.27,31590.21,31619.6,GEO,Active,46.54,354.88,215.21,722.13,511.95,366.98,164.01,514.86,254.71,252.58,943.55,598.29,731.65,922.94,15.21,190.16,349.09,648.87,975.85,597.83,897.57,504.84,965.08,647.44,556.33,570.9,11.16,116.83,996.66,441.42,206.32,945.38,70.93,334.25,601.41,728.83,943.53,53.25,181.16,349.72
73,UAE,Rocket Body,2016,2016,28496.37,28452.27,28508.03,GEO,Inactive,837.5,923.1,217.99,441.46,389.12,307.55,175.12,64.12,381.67,891.49,620.05,894.61,40.27,200.65,0.36,253.37,615.45,879.81,405.94,266.74,770.39,146.2,925.88,311.96,295.34,193.97,490.99,343.39,352.29,957.18,602.26,622.12,750.0,415.81,853.66,620.13,540.92,111.38,958.54,884.11
74,Brazil,Debris,2021,2021,35336.22,35324.33,35374.06,GEO,Active,594.42,954.94,379.86,586.33,401.34,821.69,415.86,757.1,237.75,801.93,610.78,8.82,504.87,45.9,751.42,18.13,399.17,586.09,260.64,805.48,221.35,883.77,919.26,386.92,621.69,791.27,945.69,59.26,248.29,744.17,240.98,658.59,328.05,660.07,154.57,244.19,8.08,776.65,303.88,877.92
75,UAE,Rocket Body,2005,2005,4679.3,4665.26,4705.39,MEO,Inactive,56.11,722.05,613.78,705.92,226.63,701.66,729.52,585.29,68.49,38.83,529.88,474.17,347.85,94.26,422.8,74.44,925.92,792.25,501.54,948.07,989.81,667.84,97.17,914.61,940.93,966.22,909.86,93.76,456.95,363.16,574.74,578.62,473.43,395.15,329.8,873.02,72.88,761.84,83.14,168.49
76,Japan,Debris,2016,2016,27313.17,27299.17,27361.09,GEO,Active,804.44,334.79,126.98,706.19,926.32,923.55,166.1,888.33,611.51,552.52,881.46,415.5,861.58,734.81,250.7,446.11,224.52,756.82,478.56,141.57,908.16,473.31,553.32,427.54,39.32,654.22,531.87,746.6,723.26,435.09,268.12,95.41,760.82,97.96,371.4,645.23,542.97,111.3,773.75,53.93
77,Italy,Payload,2016,2016,4042.38,3995.14,4054.2,MEO,Active,143.82,902.69,759.9,885.79,340.72,696.51,772.43,499.17,264.18,789.88,922.12,114.8,954.15,213.37,893.58,501.45,437.32,503.81,582.39,902.9,88.94,684.57,872.11,291.22,27.13,167.75,500.8,12.03,965.78,898.45,781.57,313.62,187.37,751.63,759.48,558.82,941.96,14.34,595.77,294.79
78,Australia,Rocket Body,2001,2001,14888.53,14839.23,14892.46,MEO,Active,105.69,847.85,699.07,784.23,404.41,428.17,595.36,211.53,953.06,568.69,852.23,123.65,294.21,926.38,950.1,97.14,88.95,997.9,800.99,965.64,272.43,969.73,215.13,477.58,477.85,47.26,205.47,510.01,0.95,62.56,233.01,226.83,502.08,460.31,492.47,946.08,556.12,127.16,87.58,405.58
79,United Kingdom,Payload,2008,2008,15136.81,15106.17,15183.4,MEO,Inactive,610.5,779.73,135.44,493.8,806.39,285.09,93.37,618.57,856.51,568.75,717.1,769.82,388.73,645.61,520.06,880.25,311.98,525.27,952.32,432.99,634.47,812.51,564.45,876.45,517.1,326.56,186.53,539.53,867.64,446.27,697.57,99.0,333.12,558.98,486.04,412.3,454.33,166.51,837.6,737.11
80,South Korea,Rocket Body,2009,2009,31746.55,31713.03,31791.51,GEO,Inactive,129.57,344.95,486.1,738.83,403.65,127.43,508.15,390.51,745.54,70.67,510.26,734.61,786.93,596.32,541.88,825.45,202.03,785.49,195.86,403.4,162.73,90.15,1.48,540.47,750.73,684.18,645.35,580.7,455.8,429.36,653.43,563.02,573.08,646.29,684.39,462.21,724.54,964.88,51.49,449.66
81,France,Rocket Body,2007,2007,11890.9,11864.89,11920.26,MEO,Inactive,739.77,759.14,559.08,882.97,326.09,515.24,644.41,287.74,441.38,677.6,545.58,859.53,548.42,911.29,608.94,898.65,58.09,29.72,115.98,132.36,426.85,418.04,564.45,325.11,569.36,566.33,984.45,780.46,322.46,311.15,360.72,404.77,352.24,546.22,535.28,956.57,91.48,368.96,997.98,903.45
82,United States,Payload,2015,2015,9238.59,9235.3,9265.32,MEO,Active,357.2,592.34,876.06,963.96,860.87,686.22,299.71,154.6,334.93,744.95,575.58,857.33,108.86,68.36,850.98,197.3,888.53,14.64,232.27,736.34,659.56,177.73,831.49,447.49,246.01,156.33,191.03,837.38,641.38,986.05,387.72,142.09,991.31,463.91,551.22,814.44,375.51,481.04,686.72,564.59
83,South Korea,Payload,2002,2002,11266.73,11262.92,11294.15,MEO,Inactive,439.09,2.45,980.91,634.09,803.42,167.3,119.04,676.25,56.01,788.92,931.66,326.98,128.61,108.59,876.42,794.18,272.91,158.98,649.33,538.51,685.95,761.01,492.96,485.48,283.21,144.18,548.69,380.62,111.61,65.11,49.18,812.62,199.82,504.92,793.81,429.62,695.76,985.53,66.57,506.33
84,Canada,Debris,2024,2024,3969.8,3951.34,3985.01,MEO,Active,401.88,593.35,525.8,642.07,171.35,588.32,654.43,416.93,220.62,997.45,691.56,291.67,835.19,301.82,981.51,958.78,11.62,900.68,256.64,486.32,536.9,705.71,708.37,110.79,50.88,252.44,737.05,141.16,796.28,784.25,666.73,678.94,769.22,959.25,193.3,967.51,753.79,61.28,898.95,907.81
85,Canada,Payload,2018,2018,20032.61,19990.53,20037.22,GEO,Inactive,924.24,741.04,88.92,641.38,953.25,844.63,231.43,423.12,631.69,444.73,917.82,271.43,148.68,401.65,350.28,512.43,411.74,683.51,432.73,866.86,511.54,613.25,385.37,108.87,184.22,602.66,562.96,581.08,126.02,165.51,676.76,650.84,590.45,571.68,439.12,372.26,720.35,163.68,353.5,510.49
86,Japan,Payload,1991,1991,19161.28,19120.66,19175.16,MEO,Active,989.44,824.26,102.48,980.36,808.6,770.64,935.86,143.45,966.5,122.79,127.94,996.27,103.83,603.4,64.13,169.95,87.18,749.8,13.73,695.48,96.27,351.82,567.83,66.41,430.63,496.62,494.2,947.08,888.79,780.18,279.53,744.32,99.79,197.99,833.88,204.4,861.45,716.72,30.37,387.16
87,Italy,Debris,2005,2005,29108.85,29091.01,29127.52,GEO,Active,752.99,915.46,299.72,403.61,678.16,78.68,928.78,814.73,591.23,117.31,425.51,975.56,825.69,547.87,655.15,77.66,662.86,489.85,509.95,815.15,771.17,79.27,929.66,752.21,294.97,411.94,705.63,992.31,397.77,263.83,67.82,86.69,174.44,4.83,273.58,986.16,407.15,232.6,970.87,394.07
88,South Korea,Payload,2024,2024,3873.44,3832.11,3904.5,MEO,Inactive,507.13,765.4,931.1,653.72,61.38,521.03,99.24,317.42,174.28,593.07,178.81,984.88,34.98,227.93,959.15,350.71,620.92,288.26,259.06,167.65,204.18,277.41,554.64,123.36,689.05,138.39,783.93,590.43,457.37,770.49,527.14,947.83,787.58,117.81,971.99,490.36,817.26,914.23,866.65,626.37
89,France,Debris,2001,2001,19667.54,19620.23,19685.9,MEO,Active,984.07,117.88,723.47,635.38,642.94,549.83,893.59,918.01,268.17,882.61,154.26,294.3,145.01,135.53,752.2,678.46,815.01,975.54,366.33,393.1,15.24,371.88,767.47,757.68,930.37,971.46,396.57,580.25,867.83,86.28,503.22,56.58,892.43,630.46,542.17,852.59,294.02,33.95,591.24,835.2
90,France,Rocket Body,2014,2014,24168.26,24134.48,24203.74,GEO,Inactive,178.93,118.36,101.48,720.17,508.61,817.67,630.64,441.52,413.62,885.32,703.35,368.01,934.07,222.55,161.11,246.68,669.83,798.05,45.85,192.05,909.45,73.23,962.55,845.59,583.46,801.67,750.62,365.28,477.88,729.86,409.79,95.57,926.21,839.9,36.36,965.41,605.33,209.03,72.04,196.26
91,Australia,Payload,2006,2006,20270.9,20269.14,20271.42,GEO,Active,558.6,291.64,201.98,406.92,382.11,911.0,37.46,612.8,120.57,358.97,719.53,288.04,395.46,324.2,201.84,8.35,104.63,832.52,511.3,159.11,263.54,275.96,10.03,856.51,938.24,135.4,615.8,788.58,153.9,367.47,940.13,170.92,190.73,427.25,880.88,135.72,919.91,447.86,60.07,450.17
92,China,Debris,2009,2009,10884.21,10857.23,10903.44,MEO,Active,801.42,837.83,512.7,489.52,26.84,768.91,903.52,12.67,379.16,759.32,717.64,581.08,601.37,14.38,571.57,340.3,781.66,573.36,284.46,49.76,585.9,774.35,267.03,434.19,687.54,284.06,471.6,778.56,966.16,22.18,56.44,964.53,951.19,146.62,412.32,798.15,6.15,629.49,750.95,694.61
93,Australia,Rocket Body,1998,1998,25944.82,25901.07,25969.75,GEO,Inactive,850.96,704.73,100.08,580.73,148.78,305.92,145.38,238.03,235.46,204.22,248.7,392.58,929.64,314.98,179.09,434.87,170.36,195.13,814.53,853.82,591.63,924.95,940.25,643.72,365.28,627.16,412.02,607.1,275.42,823.21,890.44,484.72,341.37,420.99,5.23,157.15,9.76,473.13,310.56,928.8
94,Germany,Payload,2004,2004,24318.33,24309.91,24322.91,GEO,Active,915.46,39.6,343.52,389.21,485.23,133.22,704.35,720.34,290.31,555.99,35.68,302.42,569.56,478.41,461.68,606.15,153.73,759.42,323.09,907.69,558.82,390.36,350.24,699.05,832.24,314.15,574.38,17.83,867.75,217.69,628.19,455.71,771.37,653.37,176.43,358.4,325.1,164.22,841.02,724.63
95,Australia,Debris,2019,2019,13355.77,13348.78,13398.65,MEO,Active,926.73,977.11,151.1,684.03,382.44,997.3,538.68,167.76,555.37,353.1,204.21,718.05,731.77,141.84,712.77,614.76,814.3,51.12,379.69,148.95,561.14,569.32,71.78,359.64,236.48,459.59,803.58,376.15,510.86,388.88,130.34,660.95,216.81,832.49,504.26,449.34,427.61,498.01,20.1,747.26
96,Russia,Debris,2002,2002,17653.38,17624.04,17664.2,MEO,Active,951.89,812.36,258.84,658.74,232.16,735.65,72.91,28.76,156.05,341.34,69.79,692.05,958.9,71.9,649.85,885.24,922.82,16.98,307.92,881.81,966.4,384.07,904.34,699.06,13.81,964.83,290.16,566.49,718.5,226.47,578.04,2.66,547.58,159.09,756.34,180.75,53.18,72.62,846.27,273.06
97,Brazil,Rocket Body,1993,1993,3563.16,3539.67,3575.16,MEO,Inactive,436.17,525.5,65.46,979.01,515.26,691.02,476.15,499.48,594.03,732.77,201.28,619.9,473.85,949.57,611.55,328.95,339.36,766.07,209.22,103.55,388.46,187.76,659.9,685.09,914.14,522.98,39.04,424.83,728.52,747.86,331.14,594.27,946.53,415.94,0.97,136.41,829.13,872.94,199.97,54.33
98,Brazil,Rocket Body,1999,1999,3737.97,3707.3,3782.78,MEO,Inactive,501.72,631.72,324.31,412.93,690.18,820.05,850.0,824.62,830.87,589.04,790.73,983.79,421.69,429.76,208.97,701.04,51.37,400.56,33.38,803.26,395.43,781.81,653.62,910.63,617.85,201.58,164.31,98.87,432.71,143.79,500.25,612.42,832.43,243.23,17.41,566.36,842.31,954.81,491.77,985.91
99,UAE,Payload,1998,1998,14130.68,14089.18,14134.34,MEO,Active,971.23,274.54,914.23,517.07,274.31,420.69,523.98,275.81,178.0,275.84,40.86,762.83,569.66,615.01,862.94,768.3,228.17,285.62,639.63,850.63,292.78,745.71,381.04,976.78,512.6,374.22,762.59,203.17,425.18,303.85,885.29,830.45,503.73,514.98,230.37,903.31,853.41,580.87,936.27,280.38
100,United States,Rocket Body,2000,2000,32206.32,32190.04,32233.38,GEO,Inactive,899.34,76.66,393.96,210.38,765.62,827.41,957.64,712.76,935.86,237.82,459.14,433.63,344.27,698.18,723.77,607.52,689.68,506.83,567.67,598.01,892.57,639.24,754.04,323.17,616.25,348.53,935.71,377.68,837.94,116.89,834.42,865.25,920.83,641.9,538.01,927.07,610.32,348.96,141.59,408.03
101,Japan,Payload,1997,1997,33298.46,33253.21,33332.48,GEO,Active,865.71,615.23,518.67,206.61,877.73,309.09,526.83,859.62,325.62,708.22,949.17,863.9,173.24,577.1,760.88,223.04,446.68,88.18,6.55,68.72,828.37,486.3,275.49,808.85,752.54,28.71,692.19,629.12,716.91,500.34,555.62,913.02,802.48,8.55,169.34,677.01,592.85,311.39,228.33,588.56
102,Brazil,Debris,2011,2011,2097.58,2067.78,2139.29,MEO,Inactive,395.88,446.67,382.03,483.24,623.85,210.33,475.99,75.5,35.96,109.99,935.43,979.15,740.9,810.6,279.2,375.67,482.17,485.89,979.56,84.58,728.9,583.04,913.08,991.89,587.64,589.15,714.81,873.63,975.89,842.31,96.58,793.85,654.34,935.06,795.67,427.16,209.32,320.41,604.47,543.46
103,India,Debris,1998,1998,23593.84,23548.22,23611.68,GEO,Inactive,103.12,498.1,154.21,386.28,633.4,965.4,982.14,527.8,140.88,680.05,951.6,883.45,896.53,862.7,763.82,545.58,996.06,707.37,171.64,442.59,590.8,88.79,814.21,756.31,681.17,318.07,598.38,902.87,478.78,337.57,215.08,404.32,117.8,21.06,96.0,469.0,260.48,923.0,760.66,104.99
104,China,Rocket Body,2018,2018,11443.73,11396.36,11446.1,MEO,Active,235.92,409.88,728.93,997.96,936.82,28.4,318.04,458.39,698.73,592.69,498.94,592.21,584.24,815.13,392.03,951.02,395.94,527.05,53.85,704.24,149.77,774.98,825.23,38.55,518.22,904.97,378.87,486.93,759.47,350.2,883.04,793.24,806.89,602.36,410.16,516.35,545.73,845.09,829.91,821.95
105,China,Payload,1996,1996,2884.79,2883.78,2891.42,MEO,Inactive,744.12,763.11,491.27,593.46,832.41,148.56,286.38,546.81,893.42,106.08,334.02,103.61,526.74,702.71,451.53,901.92,453.02,763.83,892.81,529.05,510.36,256.22,118.12,47.31,965.57,63.62,240.57,622.61,709.16,124.76,622.17,420.61,272.32,185.7,360.26,141.29,72.74,835.59,805.7,830.66
106,Germany,Payload,2008,2008,27797.34,27761.33,27817.78,GEO,Inactive,251.26,338.57,983.68,578.37,816.43,933.1,61.22,764.62,812.06,729.81,22.92,964.46,576.1,754.3,47.04,167.03,722.76,718.0,572.23,976.03,750.19,291.99,886.69,220.26,855.02,982.58,298.31,635.21,765.41,223.55,432.01,180.53,328.48,916.4,133.82,628.04,899.91,723.34,367.74,457.14
107,United Kingdom,Debris,2025,2025,35912.34,35863.91,35959.73,GEO,Active,707.71,492.46,702.39,554.19,771.25,345.18,403.17,950.87,434.91,385.67,816.7,622.01,43.74,791.08,876.62,337.87,22.55,463.47,342.17,945.58,392.01,745.17,453.98,766.94,75.52,700.35,922.87,152.34,934.95,203.79,781.99,615.85,670.95,762.96,901.12,932.45,855.99,83.04,33.46,369.69
108,United States,Payload,1999,1999,7287.21,7270.89,7316.48,MEO,Inactive,172.03,335.37,42.14,754.39,790.06,222.18,744.0,508.03,194.52,565.32,219.86,986.84,950.66,380.95,221.71,176.93,635.27,127.69,388.85,442.01,679.7,655.64,718.16,995.54,605.11,51.3,577.39,773.63,554.41,16.38,185.98,949.28,17.38,222.27,849.49,932.4,496.75,775.76,214.12,238.61
109,China,Debris,2002,2002,15964.0,15950.82,15991.69,MEO,Active,927.21,593.5,891.28,811.87,734.63,783.6,25.65,414.35,536.06,32.77,476.07,152.02,145.65,82.97,188.48,590.68,305.45,117.81,242.0,47.7,43.57,363.71,373.25,659.48,683.86,658.81,667.92,250.44,704.76,36.5,970.22,226.27,560.92,520.28,894.03,67.18,507.45,741.51,930.86,162.0
110,South Korea,Rocket Body,2013,2013,3327.69,3283.28,3355.05,MEO,Active,59.34,346.63,2.21,254.51,291.43,536.2,548.83,627.11,482.94,438.6,30.23,6.46,787.03,456.21,234.21,196.08,678.86,118.75,806.78,70.34,674.27,299.23,686.93,248.56,624.9,496.32,436.94,124.79,216.61,840.64,93.31,852.15,616.31,6.43,778.03,541.64,376.81,364.95,266.18,802.35
111,United Kingdom,Rocket Body,2018,2018,9638.18,9636.66,9663.85,MEO,Inactive,743.43,322.42,398.88,56.2,431.63,152.23,842.22,207.16,942.03,212.25,63.84,362.26,485.08,328.52,160.51,676.84,413.94,753.46,491.45,632.54,549.17,676.85,376.31,847.11,92.95,607.01,21.17,930.66,281.59,492.57,506.4,328.0,717.92,895.3,15.72,796.14,193.75,189.75,843.48,247.46
112,Japan,Debris,2019,2019,33966.25,33936.16,33970.34,GEO,Inactive,18.49,944.42,870.83,326.2,113.08,657.9,185.39,453.33,997.33,622.32,852.31,174.04,746.93,298.5,605.37,896.04,364.04,794.33,769.32,872.52,643.52,420.65,47.62,532.98,229.63,824.45,437.59,125.94,649.0,267.81,661.21,39.19,774.62,764.85,17.67,922.17,499.79,849.44,786.88,162.62
113,China,Debris,1997,1997,22810.15,22790.04,22850.36,GEO,Inactive,860.13,884.92,963.84,49.47,865.4,349.17,683.74,167.55,190.32,32.55,278.4,724.41,224.85,922.45,375.85,125.64,163.54,833.65,74.66,341.9,801.74,793.91,720.78,128.66,991.43,325.76,730.43,430.36,907.17,92.36,303.2,729.83,450.61,845.76,750.3,22.62,509.52,860.27,402.74,80.41
114,Canada,Debris,1997,1997,12969.32,12921.13,13007.06,MEO,Inactive,29.24,738.62,899.8,437.56,19.07,774.95,192.1,875.94,509.66,516.91,994.07,21.0,87.18,504.67,91.53,265.65,162.73,666.85,693.08,516.84,56.01,185.46,232.38,759.23,944.63,247.15,938.05,195.43,22.23,518.23,899.74,582.44,738.09,478.88,325.21,273.34,2.68,315.54,11.27,790.75
115,Italy,Debris,2013,2013,26238.66,26203.32,26251.58,GEO,Inactive,930.73,519.54,895.5,968.07,2.06,578.07,279.98,956.99,439.59,433.8,562.31,110.43,22.53,908.71,111.99,385.36,634.7,11.28,349.74,400.76,171.66,396.0,422.88,176.61,652.83,244.67,878.65,579.97,894.39,963.24,312.43,642.38,827.8,980.2,948.41,823.52,426.88,987.61,833.64,477.94
116,Russia,Debris,2002,2002,35833.49,35785.18,35857.03,GEO,Inactive,119.85,267.95,259.34,479.8,145.18,649.0,59.92,487.23,906.27,925.12,468.44,472.95,307.66,843.22,712.26,995.29,796.88,271.86,559.59,494.59,571.0,505.09,203.66,557.86,417.88,838.69,793.54,129.49,131.06,821.99,38.58,679.86,229.59,756.93,5.8,680.07,485.44,108.87,140.96,980.52
117,India,Rocket Body,1991,1991,25341.58,25337.67,25347.65,GEO,Active,348.14,776.24,882.15,100.5,370.55,691.33,989.71,112.18,295.27,511.07,564.62,143.77,845.42,76.1,533.18,369.08,36.6,135.53,533.44,475.24,411.94,554.11,492.79,374.89,411.2,226.55,72.55,60.6,588.47,288.28,569.96,890.08,350.86,642.24,306.06,486.75,950.67,887.0,18.49,829.73
118,Israel,Payload,1990,1990,7796.08,7754.36,7801.62,MEO,Active,637.61,794.84,925.29,241.09,620.41,648.32,396.95,855.24,183.92,257.13,786.66,297.68,507.34,769.43,96.83,200.32,403.15,202.44,176.43,105.24,616.29,359.87,772.28,875.28,868.9,286.48,718.83,287.86,60.17,411.66,776.65,350.26,968.02,950.3,729.03,809.69,534.58,716.78,268.58,806.87
119,Italy,Debris,1997,1997,14318.15,14307.68,14337.49,MEO,Inactive,556.62,251.41,710.38,208.13,989.79,375.62,957.06,46.94,981.82,177.3,667.66,855.69,183.89,787.86,290.26,629.04,191.56,538.99,60.4,931.28,502.17,831.13,29.45,363.7,370.28,523.9,401.32,454.6,139.47,575.05,209.67,219.67,153.56,71.01,855.04,765.77,107.72,623.32,742.15,811.62
120,Russia,Debris,1991,1991,6956.41,6923.36,6992.62,MEO,Inactive,177.37,221.6,378.24,866.01,475.93,666.91,895.95,701.19,666.67,911.63,415.28,310.24,93.77,677.25,135.07,788.24,736.78,832.52,506.51,759.9,820.62,840.16,296.16,449.75,931.55,992.76,251.6,811.47,491.77,590.94,477.34,407.84,394.86,249.47,845.93,834.06,752.51,436.43,569.17,884.66
121,India,Rocket Body,2015,2015,10222.01,10213.33,10249.38,MEO,Active,495.46,380.65,995.34,1.89,825.99,220.02,537.54,163.12,766.92,539.88,811.1,42.37,232.26,418.79,672.47,231.98,98.6,547.36,276.66,557.22,615.59,999.67,869.7,588.85,137.16,545.5,369.65,343.28,420.79,327.2,664.48,873.47,352.33,873.35,321.87,421.86,122.03,939.37,582.19,798.15
122,South Korea,Rocket Body,2012,2012,19378.44,19353.46,19423.44,MEO,Active,851.9,330.08,264.18,384.31,699.48,910.63,951.13,359.66,52.95,964.92,245.51,283.57,216.21,240.68,468.8,120.06,126.6,134.08,303.8,45.22,491.47,713.5,847.55,302.66,361.83,672.45,565.22,158.88,688.7,284.53,810.67,707.26,567.83,1.94,376.64,671.08,907.5,187.17,444.46,574.36
123,Australia,Payload,2018,2018,32027.7,32025.66,32064.82,GEO,Active,3.16,217.25,240.99,636.42,339.02,272.36,28.71,44.99,516.38,628.01,53.96,384.97,616.37,769.46,289.96,911.56,194.59,922.75,975.08,529.99,193.54,204.6,892.42,77.08,421.29,474.87,971.36,281.61,551.54,765.58,116.74,524.83,834.16,479.32,844.42,550.07,879.62,282.09,106.99,897.34
124,Russia,Rocket Body,2005,2005,8715.16,8712.07,8763.15,MEO,Active,308.66,3.37,4.72,241.5,594.53,176.23,413.89,116.96,665.99,222.48,52.26,456.09,487.02,428.45,670.91,665.13,643.57,418.48,503.58,281.0,980.8,164.08,178.26,648.84,476.99,305.16,740.34,547.21,548.4,57.76,653.28,431.16,92.38,898.5,686.57,652.8,911.5,735.21,699.11,90.34
125,Brazil,Debris,1995,1995,23248.41,23200.7,23283.26,GEO,Inactive,998.09,266.08,295.71,520.26,5.17,253.98,565.84,774.97,121.11,423.89,104.84,658.45,461.21,167.91,501.11,398.02,932.6,895.02,604.49,215.88,126.36,320.4,963.21,797.71,2.24,286.97,430.58,669.98,929.31,461.5,977.71,17.59,261.03,371.45,466.46,835.42,96.19,87.45,633.86,92.08
126,Japan,Rocket Body,2013,2013,26029.38,26010.6,26055.67,GEO,Inactive,38.54,368.22,389.19,411.37,996.55,284.27,573.48,806.04,927.25,239.66,958.63,762.52,774.06,803.42,911.42,763.2,480.03,357.08,773.73,803.75,603.11,381.45,943.11,361.31,75.38,535.54,160.07,298.15,539.63,463.08,489.38,534.82,480.01,369.99,614.87,7.12,885.31,889.99,230.14,525.5
127,Italy,Debris,2003,2003,18860.33,18822.2,18896.44,MEO,Inactive,424.7,32.17,783.32,740.12,894.4,23.91,95.12,878.91,61.62,167.69,583.84,829.34,956.06,9.81,125.32,179.51,842.68,995.71,462.07,448.16,420.44,469.1,523.79,351.25,41.12,317.53,701.63,703.45,136.58,823.37,778.75,230.91,511.08,919.48,11.67,993.17,594.01,89.91,641.43,464.68
128,Brazil,Rocket Body,2019,2019,28236.21,28218.05,28248.59,GEO,Active,340.64,20.21,47.22,16.29,660.95,263.93,544.22,61.38,565.93,895.71,586.8,1.77,493.92,601.08,213.57,897.48,976.17,181.32,548.99,340.89,823.59,215.93,873.59,484.5,564.95,717.27,559.9,3.23,496.48,764.82,192.9,823.13,759.38,857.75,233.57,412.73,671.18,582.82,133.92,65.71
129,India,Rocket Body,2011,2011,21715.55,21681.49,21719.49,GEO,Inactive,983.7,862.71,108.96,720.6,927.31,759.21,736.59,880.85,946.51,100.31,508.48,760.92,671.56,646.32,172.49,674.22,721.19,761.96,375.34,873.23,773.07,371.16,589.14,832.77,442.4,974.84,934.28,274.89,712.85,865.0,45.94,159.63,122.96,41.23,293.3,643.39,25.79,883.68,384.04,503.12
130,UAE,Payload,1992,1992,29342.67,29332.43,29362.69,GEO,Inactive,454.11,362.51,149.67,602.02,4.59,633.8,945.11,555.13,266.83,430.08,770.65,796.95,734.67,576.14,247.63,817.86,833.45,379.2,444.96,795.92,998.87,961.37,577.83,508.22,11.86,698.09,204.09,725.93,515.46,266.1,746.99,99.25,375.51,129.55,272.36,425.93,692.9,698.44,513.38,637.53
131,United Kingdom,Rocket Body,2007,2007,31671.82,31632.88,31696.44,GEO,Active,851.26,626.89,403.28,646.16,499.65,617.62,404.16,197.27,154.68,554.73,845.22,263.03,490.2,332.12,141.93,913.12,256.34,173.23,922.02,69.03,687.17,70.34,320.94,867.0,314.56,229.61,666.67,891.89,786.7,825.13,871.33,442.66,866.15,650.95,364.14,480.35,334.64,362.25,793.58,79.15
