id,country,object_type,launch_year,altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43
68,Australia,Payload,1989,28536.86,GEO,Inactive,760.51,80.92,658.68,300.29,279.73,484.91,583.86,285.87,339.82,104.38,530.6,145.55,80.05,283.15,42.26,577.46,481.34,899.95,403.72,407.85,605.25,986.93,227.0,960.19,749.49,875.07,339.29,746.19,699.28,842.9,172.04,152.73,388.62,185.47,884.08,682.33,681.57,36.85,774.53,428.18,575.47,154.16,685.23
69,India,Rocket Body,1978,443.88,LEO,Inactive,214.84,553.01,394.84,414.9,329.77,273.68,757.29,236.06,388.51,253.71,777.63,60.0,358.65,794.47,349.62,521.96,165.56,14.41,189.9,823.78,175.81,90.6,323.29,662.86,614.33,703.77,419.19,38.06,919.28,327.55,645.35,424.84,199.32,882.24,497.88,6.27,937.71,724.47,350.08,569.13,1.93,640.74,125.47
70,United States,Debris,1974,9960.84,MEO,Active,96.33,212.67,258.94,292.29,2.03,908.87,663.09,916.25,672.59,210.98,5.95,780.63,645.89,125.73,769.92,151.76,814.19,897.42,881.98,839.33,420.79,420.33,267.23,231.38,685.03,25.09,524.94,996.38,366.6,76.68,750.16,886.7,100.37,755.78,260.77,757.44,67.97,683.63,511.47,624.22,161.06,908.88,533.32
71,Japan,Debris,2006,1652.01,LEO,Inactive,565.05,52.25,416.54,728.06,664.82,391.15,790.65,725.07,349.71,722.51,198.02,23.62,8.5,797.68,104.43,938.19,375.74,157.88,398.81,646.03,87.38,858.78,90.54,86.46,261.64,357.57,120.18,293.17,271.42,8.74,780.38,664.19,79.78,991.77,358.94,502.86,896.69,214.55,220.38,842.01,413.95,635.59,8.67
72,Brazil,Rocket Body,2015,24434.02,GEO,Inactive,987.75,394.61,446.64,879.44,519.91,893.68,680.79,381.12,264.75,795.69,2.79,923.37,984.69,926.32,686.8,729.72,800.94,838.94,909.3,402.25,77.73,105.95,500.28,370.62,842.56,916.41,820.11,294.38,343.68,627.63,997.6,393.47,13.21,53.92,698.95,159.68,98.74,819.9,842.24,434.98,153.25,215.96,631.78
73,Canada,Debris,1992,23113.14,GEO,Inactive,676.48,827.16,820.71,143.28,135.25,833.2,833.31,761.68,890.23,794.4,586.41,946.29,937.53,104.15,470.86,57.04,697.95,97.41,347.98,244.02,977.15,166.2,675.89,924.27,822.1,409.79,30.77,939.59,342.97,751.76,265.99,254.68,223.86,197.17,702.85,528.49,296.74,199.05,827.02,458.04,216.66,446.78,671.46
74,Japan,Payload,2016,29922.52,GEO,Inactive,520.9,860.74,481.83,546.19,599.02,73.75,760.44,2.41,237.71,456.24,40.06,947.12,942.14,243.08,121.71,582.0,116.58,286.75,124.17,475.6,522.52,752.1,345.42,829.65,16.9,960.51,939.25,568.86,754.85,53.96,194.12,221.65,850.99,967.46,442.36,857.55,611.55,697.01,622.76,457.97,938.92,811.09,116.32
75,Russia,Rocket Body,2011,9725.26,MEO,Active,704.5,588.68,908.73,491.38,811.59,351.64,948.28,474.83,637.44,881.79,388.81,479.67,995.31,686.65,966.91,675.65,111.83,965.07,266.77,640.46,58.65,871.25,198.33,477.06,697.9,439.37,117.84,913.3,354.37,957.87,346.67,989.33,198.14,252.78,758.09,458.21,551.6,412.58,661.57,236.65,638.78,307.69,880.59
76,UAE,Debris,1999,769.38,LEO,Inactive,240.89,929.34,184.26,840.05,328.42,910.53,810.27,524.39,141.66,599.58,319.36,642.31,273.83,647.62,226.12,479.76,505.92,438.1,182.31,825.72,74.5,130.58,517.29,875.77,951.2,733.06,986.61,881.27,859.4,684.08,974.73,412.99,917.11,279.42,208.06,498.05,198.92,887.44,314.11,197.96,781.77,323.75,85.13
77,Germany,Debris,2008,35315.84,GEO,Inactive,37.56,631.26,679.75,333.51,189.15,0.32,489.91,535.56,823.11,277.35,636.73,901.57,344.55,416.79,125.08,938.02,76.37,244.48,666.14,506.79,507.59,413.76,776.23,580.68,496.91,309.71,611.07,258.26,423.09,503.67,405.63,280.21,335.4,74.06,748.86,269.66,12.03,954.22,973.58,886.8,960.17,515.36,818.97
78,China,Payload,2023,10834.67,MEO,Active,896.8,830.27,763.25,147.84,765.33,946.83,449.18,877.72,544.54,737.42,85.36,633.51,599.62,546.85,715.85,90.17,385.44,67.7,732.5,483.54,999.64,297.08,725.94,137.07,998.31,664.5,467.92,623.3,263.06,674.68,705.98,649.75,966.23,571.0,475.57,160.31,832.75,348.56,886.74,827.34,47.47,655.32,358.76
79,France,Rocket Body,2024,1687.95,LEO,Inactive,9.54,260.25,231.9,832.52,685.89,982.9,189.35,127.92,404.0,400.34,366.16,1.16,150.04,883.49,123.35,484.06,113.37,45.89,941.47,945.44,195.53,630.43,981.71,389.67,343.62,713.51,868.92,757.92,942.89,654.96,147.26,362.71,790.45,19.0,592.42,405.14,183.61,975.37,491.91,902.16,60.45,747.2,999.18
80,UAE,Rocket Body,2008,10803.42,MEO,Inactive,700.8,572.81,931.65,630.61,648.13,157.56,256.59,603.83,915.41,708.51,928.11,603.48,25.81,78.91,270.62,123.46,504.53,811.83,62.6,830.95,972.13,832.37,75.82,655.9,467.31,700.82,145.59,42.32,837.7,169.48,999.41,439.8,844.66,178.97,109.47,494.95,860.56,926.02,637.11,13.82,73.31,199.76,664.78
81,South Korea,Rocket Body,1992,14142.33,MEO,Inactive,692.07,731.97,160.85,150.59,937.26,451.77,616.42,710.51,865.29,503.93,519.94,419.1,59.32,141.29,269.3,472.02,51.67,251.16,47.47,100.09,712.14,962.47,251.87,728.2,142.74,141.23,291.16,723.81,917.0,389.19,458.83,176.92,874.67,771.35,451.33,855.11,149.76,554.83,956.37,281.69,52.75,966.37,674.94
82,Israel,Payload,1964,4348.18,MEO,Active,940.89,786.75,629.36,496.12,434.42,767.59,8.41,603.41,722.18,899.46,148.09,910.6,242.18,939.31,372.54,891.85,85.06,766.82,289.68,686.97,499.02,766.32,289.99,649.67,241.33,267.73,197.33,360.07,981.42,9.91,582.41,82.44,779.4,195.6,445.03,915.53,834.93,750.62,534.08,728.97,213.05,632.79,199.66
83,South Korea,Debris,1969,9449.55,MEO,Inactive,623.79,919.35,314.42,346.45,794.92,996.24,290.6,44.39,765.15,342.72,443.04,105.72,327.28,672.4,75.36,240.01,479.21,31.36,369.54,44.08,745.06,37.1,655.64,745.78,794.07,564.95,366.42,448.41,565.32,834.01,657.54,165.03,141.93,88.28,999.36,427.16,884.5,470.56,96.15,885.49,223.77,468.97,308.82
84,China,Rocket Body,1963,6481.48,MEO,Inactive,148.37,220.06,344.11,223.15,664.74,694.18,918.08,627.78,108.85,658.69,486.63,214.55,302.79,310.04,601.46,724.32,192.01,659.95,442.93,370.63,541.7,469.51,169.38,565.36,192.66,873.05,694.54,284.68,543.69,862.29,813.33,942.46,35.59,607.83,9.21,728.48,382.91,904.25,877.3,907.19,456.53,176.54,618.7
85,UAE,Payload,2014,20512.09,GEO,Active,633.15,883.14,175.41,437.06,927.67,146.89,25.06,752.5,713.53,133.45,293.02,6.28,278.75,834.64,868.37,438.11,481.07,813.74,985.73,327.03,932.73,128.49,486.42,557.82,922.44,678.71,852.38,562.52,212.65,476.52,494.08,284.94,655.94,942.07,129.46,126.84,212.68,412.93,373.35,577.36,650.24,37.75,500.51
86,Germany,Debris,1965,2480.09,MEO,Inactive,679.51,149.1,19.66,389.46,590.19,835.27,963.38,181.65,946.84,259.84,133.77,771.99,562.08,533.61,90.64,985.87,708.72,96.69,679.65,436.38,394.38,206.65,352.2,753.06,807.52,822.91,342.25,872.83,853.87,163.71,97.2,324.29,658.23,534.84,925.47,223.84,824.07,964.99,897.95,18.41,569.78,163.7,703.71
87,Australia,Rocket Body,2008,3377.75,MEO,Active,598.19,668.18,800.52,17.18,693.24,157.55,987.15,174.1,680.35,591.11,21.7,776.33,470.51,107.73,871.46,648.46,316.0,593.42,868.4,87.19,731.54,610.94,314.22,72.73,243.52,737.51,233.42,589.79,411.85,107.49,381.02,591.13,569.71,301.52,200.77,468.44,679.58,837.3,210.87,80.32,671.84,783.72,323.73
88,Brazil,Payload,2023,8072.61,MEO,Inactive,700.47,259.81,82.98,733.59,865.55,507.92,602.47,157.16,484.77,698.76,32.07,223.69,757.63,566.74,604.86,567.64,441.14,142.62,187.92,307.27,661.11,541.95,678.6,467.09,947.04,123.37,326.81,812.59,833.02,725.34,951.5,604.11,921.52,583.12,56.47,815.31,431.99,881.32,307.73,141.37,171.7,173.9,427.18
89,Italy,Rocket Body,2013,8638.49,MEO,Active,145.83,314.69,433.61,825.76,204.47,964.18,149.89,734.78,640.8,562.22,300.58,177.83,511.19,447.81,444.9,303.26,987.84,368.81,770.46,307.99,560.09,203.02,585.05,875.2,770.51,234.15,836.05,658.81,150.9,328.93,870.45,243.48,942.13,589.37,177.15,530.7,204.88,362.86,549.94,129.28,423.7,741.38,455.96
90,China,Rocket Body,1965,10421.74,MEO,Inactive,752.44,545.8,277.61,946.92,417.79,723.46,188.31,471.6,918.41,386.43,964.34,282.11,713.59,539.96,343.36,412.34,14.69,64.25,597.54,812.85,313.86,753.09,364.35,193.15,176.19,821.29,688.78,93.94,646.33,654.68,208.04,20.07,660.45,163.29,396.34,356.53,574.07,145.27,395.48,120.19,914.93,558.25,154.94
91,Russia,Rocket Body,2007,6384.29,MEO,Inactive,91.75,474.53,381.28,385.56,282.24,114.99,66.8,610.77,831.35,330.5,595.45,738.17,257.32,782.95,768.02,755.57,882.99,181.55,647.36,690.71,249.08,351.95,776.97,559.96,473.41,503.69,892.26,131.81,803.46,874.09,84.02,7.68,463.07,674.9,670.78,145.5,868.84,999.29,502.08,297.0,615.83,304.19,449.68
92,China,Rocket Body,2020,15240.08,MEO,Active,330.03,658.21,27.85,147.53,720.46,633.81,682.74,399.62,817.65,238.98,923.55,582.85,949.49,279.75,607.05,206.41,907.09,463.95,350.57,240.99,917.74,860.89,58.88,540.2,454.83,494.9,521.57,281.56,510.25,981.76,398.98,452.89,41.47,204.61,344.38,576.14,573.36,193.68,848.4,692.55,971.67,995.26,926.87
93,Israel,Debris,1974,18961.05,MEO,Inactive,520.33,199.29,705.5,337.01,208.71,63.0,703.4,521.77,525.99,471.64,939.43,273.68,263.95,727.2,960.89,256.72,172.36,141.78,513.57,416.49,25.89,644.06,71.38,290.88,190.61,585.68,556.09,815.86,146.84,970.83,429.68,768.06,622.66,565.56,698.47,194.77,337.47,259.94,652.34,788.09,317.08,958.57,249.39
94,Canada,Payload,1973,5560.64,MEO,Inactive,997.55,332.73,344.16,43.85,37.39,745.85,535.11,447.99,545.69,247.47,310.71,767.7,205.79,918.96,74.79,585.69,995.04,90.58,266.4,422.6,78.19,645.25,333.28,231.98,87.8,186.52,569.54,614.02,740.38,412.91,125.25,166.94,643.39,264.59,559.23,238.08,465.41,962.85,284.86,39.82,78.02,950.77,882.35
95,United Kingdom,Payload,1998,28630.26,GEO,Inactive,690.65,359.34,927.26,551.55,985.25,98.01,292.04,848.76,284.85,452.69,548.57,699.96,87.25,902.71,570.28,470.99,476.46,996.59,77.99,29.36,877.72,517.74,195.03,933.52,984.46,5.89,830.98,651.55,266.59,529.1,663.43,512.5,357.38,788.62,731.23,750.17,614.06,934.19,415.67,991.0,99.76,735.23,855.09
96,China,Debris,2012,18489.23,MEO,Inactive,150.28,394.54,208.93,764.68,318.89,310.74,983.87,924.76,988.7,991.95,741.05,245.39,846.56,763.09,923.23,991.49,133.85,445.37,728.19,865.58,166.35,202.02,478.55,602.86,152.06,322.74,220.69,354.33,867.52,243.46,967.1,178.41,345.78,709.96,351.7,367.01,805.77,455.79,799.95,749.38,18.13,61.23,248.83
97,Israel,Debris,1990,6530.32,MEO,Inactive,17.69,306.95,161.0,89.4,795.46,695.39,352.12,456.99,40.42,925.67,231.71,422.86,608.9,136.63,775.01,788.58,104.21,647.17,949.66,457.4,36.49,324.68,953.17,714.74,371.35,984.78,50.26,182.65,793.52,880.78,407.62,83.03,63.18,40.35,777.18,135.24,892.12,59.31,51.1,459.3,33.17,728.79,346.66
98,UAE,Payload,1961,13351.18,MEO,Inactive,794.69,616.1,531.45,987.33,441.12,909.75,701.64,330.17,889.16,477.65,307.17,102.22,119.16,479.95,537.07,940.94,553.89,374.35,905.82,901.84,646.3,687.94,723.89,530.88,907.38,565.51,664.9,341.4,696.24,675.37,719.98,365.39,530.36,430.23,709.41,24.83,68.82,107.4,790.37,641.06,564.69,299.72,864.09
99,United Kingdom,Payload,1982,22068.37,GEO,Inactive,98.19,133.54,912.46,373.17,512.98,132.83,466.17,432.65,282.91,534.83,964.16,466.72,413.56,33.07,994.4,404.66,816.26,490.32,401.45,792.26,917.49,703.63,821.94,64.7,24.29,299.57,885.2,233.59,861.96,150.47,123.14,818.97,177.73,318.9,736.65,9.48,668.49,342.82,665.49,524.08,950.31,341.43,518.89
100,Canada,Payload,1971,25348.54,GEO,Active,938.97,428.72,789.41,667.89,0.56,401.91,988.43,422.49,337.71,600.63,516.06,185.39,86.95,829.16,366.53,546.74,253.96,260.98,86.75,997.64,535.16,323.14,725.61,179.72,578.03,429.56,47.92,152.44,692.23,103.9,217.02,464.25,786.01,599.72,648.04,699.06,594.2,356.79,702.9,218.21,249.52,512.0,285.38
101,Japan,Debris,1965,29747.77,GEO,Active,333.14,665.01,605.43,465.29,217.71,575.27,848.01,975.68,903.6,603.7,653.91,461.22,134.45,583.75,190.3,178.87,478.86,885.47,310.8,113.31,567.75,211.1,123.69,970.68,991.16,168.17,4.0,957.33,928.88,955.51,764.32,735.03,217.01,985.0,441.56,273.84,333.07,587.91,764.64,607.98,666.56,154.05,879.81
102,Russia,Rocket Body,1967,33568.32,GEO,Active,933.44,121.55,161.98,489.34,948.73,250.65,846.94,636.51,582.63,379.02,532.89,101.68,901.11,417.56,685.37,462.17,698.98,376.2,717.53,704.92,381.13,730.79,20.97,459.02,946.26,973.1,165.7,89.34,434.8,603.58,710.03,611.39,655.46,826.7,778.12,201.93,637.35,649.19,673.21,260.03,84.67,746.28,217.77
103,Italy,Debris,1985,35430.9,GEO,Inactive,320.32,551.7,438.1,701.62,24.77,157.24,848.44,63.45,399.96,491.02,258.65,453.53,538.89,183.85,610.43,621.06,208.87,647.78,429.46,876.24,199.51,720.74,572.78,579.72,10.3,562.59,408.39,656.29,598.5,357.42,289.1,439.89,141.59,549.24,23.7,95.5,812.09,995.02,841.02,392.45,661.68,678.58,244.66
104,UAE,Rocket Body,1963,32227.35,GEO,Inactive,512.9,907.19,519.07,569.73,783.39,908.31,804.22,986.0,160.98,252.06,114.13,481.34,641.96,306.47,102.44,341.85,562.0,664.53,354.16,562.83,79.3,875.14,954.63,383.24,173.98,92.88,986.75,480.98,388.4,874.94,607.68,343.33,220.49,320.91,646.74,140.82,308.72,731.8,96.1,704.44,542.99,974.31,874.33
105,Germany,Payload,2023,33086.81,GEO,Active,638.01,378.23,460.6,56.86,387.28,870.88,912.4,990.17,779.02,148.86,445.72,272.68,921.25,527.17,85.82,186.58,108.89,520.0,858.9,317.12,139.75,177.11,107.9,908.25,758.26,790.48,592.41,518.09,313.33,434.14,976.12,802.68,275.96,620.89,637.11,83.0,556.45,104.95,434.28,819.75,66.63,714.84,515.3
106,China,Debris,1990,10898.03,MEO,Inactive,0.74,814.88,126.36,982.02,341.71,60.99,927.34,727.33,137.05,414.52,43.39,484.82,946.05,362.33,318.51,225.31,700.39,564.44,212.31,12.46,471.83,6.34,84.21,542.23,190.79,53.5,363.11,436.94,741.05,781.84,494.94,554.71,821.34,780.01,334.23,569.72,755.07,148.38,363.15,588.53,961.65,888.76,485.39
107,Japan,Debris,1988,17398.44,MEO,Active,221.76,743.4,87.5,173.82,268.89,50.26,737.68,698.27,244.67,614.43,169.06,189.47,606.22,538.64,498.6,466.42,591.57,102.84,375.94,230.78,67.44,600.25,815.75,526.04,612.9,336.56,109.8,287.82,601.72,123.69,414.38,48.68,10.0,566.87,525.79,308.02,0.1,317.26,265.5,906.68,104.0,469.69,40.42
108,Germany,Payload,1985,16115.02,MEO,Active,680.29,457.78,393.87,621.34,588.6,542.39,526.55,99.12,109.78,497.36,884.25,146.35,746.36,328.74,196.78,576.72,385.58,860.45,805.25,402.29,8.64,838.33,483.21,908.53,899.27,274.01,319.09,189.86,461.53,521.65,574.47,630.43,833.79,939.79,311.16,270.86,384.25,706.17,572.01,84.99,882.85,218.52,705.04
109,Japan,Payload,1989,22485.36,GEO,Inactive,198.68,120.4,731.0,499.71,698.22,325.22,28.55,120.81,676.06,64.7,581.43,554.98,771.94,734.1,345.39,532.63,277.21,471.67,391.85,144.85,696.11,988.56,500.3,243.78,414.74,10.19,794.53,951.06,733.39,793.03,490.7,575.2,480.29,100.96,998.35,543.89,127.95,193.66,885.34,469.08,657.55,128.65,551.16
110,South Korea,Payload,1981,24877.06,GEO,Active,576.06,569.69,865.59,552.27,866.51,493.48,148.24,724.94,355.3,402.67,798.5,397.53,47.28,195.73,66.72,425.03,492.02,903.04,562.98,825.84,161.82,994.02,58.93,462.05,898.12,687.44,807.89,233.99,991.28,863.36,534.3,559.01,23.5,126.27,508.31,656.39,250.68,375.69,629.24,787.4,922.0,894.89,433.77
111,Israel,Debris,1971,21680.92,GEO,Inactive,721.91,951.53,16.19,937.42,52.84,526.23,180.2,460.81,906.41,691.45,199.05,581.03,346.69,898.77,332.29,843.56,922.9,709.88,440.82,484.94,301.64,911.56,614.4,725.89,677.65,388.3,832.54,85.35,130.71,80.52,947.97,860.44,590.25,33.16,546.58,471.06,671.75,164.77,153.29,311.92,480.29,145.83,883.51
112,Russia,Debris,1967,25523.04,GEO,Inactive,119.74,85.0,334.95,496.41,964.74,15.56,922.18,385.64,60.63,515.33,499.08,285.08,648.85,507.22,189.47,159.95,29.36,88.3,802.53,37.08,591.46,834.89,341.22,332.93,801.53,83.7,963.71,236.86,562.99,5.41,853.81,291.75,621.44,970.94,68.31,368.04,41.94,310.28,784.63,664.91,352.8,554.58,98.53
113,Brazil,Debris,2022,5982.4,MEO,Active,63.36,739.34,600.23,943.53,558.51,229.27,141.67,235.47,300.63,617.92,63.53,383.34,515.53,800.46,901.98,34.51,614.21,921.74,249.87,801.48,635.87,970.85,869.87,99.63,729.47,19.29,927.94,292.26,263.4,610.29,256.5,581.47,696.52,957.78,621.83,815.48,995.15,794.54,210.45,301.2,900.21,944.41,127.92
114,Japan,Payload,2006,33299.49,GEO,Active,983.17,330.4,845.57,213.74,247.58,556.32,576.06,172.62,829.88,374.13,922.66,416.17,299.46,268.37,574.22,767.71,827.54,447.72,19.38,694.11,336.86,873.06,432.44,877.36,122.38,206.51,68.57,597.88,956.76,852.34,162.01,308.34,477.39,896.26,95.57,421.93,460.22,289.69,122.25,669.81,729.49,386.61,724.71
115,Australia,Payload,1999,9696.04,MEO,Active,801.32,693.23,152.62,170.55,170.38,472.95,235.53,826.52,81.29,722.61,189.67,207.5,881.86,661.27,456.8,211.72,512.03,93.0,415.59,801.84,298.85,741.03,229.92,911.22,613.81,908.37,689.18,75.48,18.32,900.51,109.5,304.9,309.26,282.17,748.46,128.64,40.82,543.06,354.66,249.03,665.48,544.07,558.78
116,United Kingdom,Rocket Body,2004,34551.63,GEO,Inactive,461.43,571.71,83.2,131.55,433.45,820.32,177.88,483.67,470.38,617.85,398.29,106.83,475.3,939.36,926.7,310.63,76.95,973.74,335.71,911.55,725.37,834.06,904.83,676.03,86.43,858.38,163.33,641.39,170.16,405.73,0.32,548.51,880.64,731.01,386.57,479.48,212.23,985.0,964.2,226.39,52.13,633.75,512.69
117,Israel,Rocket Body,2023,27521.6,GEO,Active,171.72,306.52,814.54,117.03,150.47,464.28,809.84,490.24,124.43,379.0,143.31,996.31,953.74,336.08,332.39,223.44,176.01,144.38,566.69,442.3,498.95,141.71,704.33,45.05,419.85,109.48,878.32,57.84,494.55,123.1,176.81,110.78,910.61,625.7,431.48,164.97,616.19,737.57,695.58,178.73,783.37,168.02,773.65
118,Japan,Payload,1964,10774.49,MEO,Active,535.53,885.31,964.63,639.1,171.96,702.63,796.91,329.05,682.03,909.29,297.35,251.08,678.94,763.39,467.3,761.65,420.79,692.94,94.34,736.24,751.73,87.98,812.4,677.19,574.48,924.75,68.74,62.43,706.74,136.91,34.96,286.76,914.49,810.49,58.12,849.17,988.23,811.46,806.31,639.65,98.8,159.21,690.21
119,Australia,Rocket Body,1973,16718.9,MEO,Active,622.41,271.57,37.26,595.9,516.01,340.58,187.1,914.65,631.47,970.32,467.58,117.09,19.88,15.21,569.16,44.51,386.43,887.55,898.69,395.71,824.59,698.36,101.28,871.32,807.67,794.96,853.18,885.33,382.5,554.94,313.66,262.81,6.64,248.79,195.76,166.81,834.3,209.93,537.65,318.46,119.67,474.65,407.28
120,India,Rocket Body,1964,14322.1,MEO,Inactive,247.72,918.32,880.02,302.68,357.4,223.76,646.57,328.95,89.66,228.37,84.62,344.51,456.64,961.95,21.7,212.66,868.29,498.88,107.42,226.31,196.73,721.43,552.15,418.74,111.09,688.66,13.08,407.5,948.38,580.59,580.56,596.98,275.29,330.68,301.57,568.07,937.66,29.48,668.15,7.09,317.42,3.65,19.56
121,Russia,Payload,1978,29573.07,GEO,Inactive,6.36,637.02,858.06,857.45,425.78,914.93,896.89,942.25,289.35,250.05,935.65,317.04,357.76,663.39,780.6,304.6,305.85,673.26,467.71,508.78,438.84,135.03,462.6,449.49,758.12,111.22,968.25,77.82,848.58,903.34,153.5,401.89,648.64,736.72,153.76,131.8,829.57,65.05,982.02,923.98,136.12,189.78,262.7
122,Russia,Debris,1991,2447.17,MEO,Inactive,605.49,816.18,302.46,642.62,647.18,624.12,102.37,299.83,336.42,145.92,595.99,606.35,525.87,221.96,487.87,899.93,444.25,746.92,297.26,292.49,628.59,820.43,693.94,688.19,101.24,882.12,647.66,771.57,531.54,302.97,519.18,193.27,260.66,15.59,493.63,453.53,173.87,60.61,783.93,626.53,226.25,995.6,266.31
123,Germany,Payload,1965,21172.59,GEO,Active,837.69,776.16,246.78,245.43,420.67,632.17,551.54,897.77,878.03,728.38,741.11,623.45,190.86,755.64,527.18,831.48,12.54,955.6,335.51,964.83,572.16,541.42,754.36,676.66,335.8,197.02,72.7,217.02,333.79,494.62,956.79,838.55,567.06,723.79,882.12,282.25,139.71,288.19,581.99,573.23,212.98,314.54,442.33
124,Canada,Payload,2004,2727.57,MEO,Inactive,442.83,792.26,905.4,864.62,418.31,55.83,25.47,467.46,969.09,0.28,435.57,376.82,482.77,720.0,532.52,165.95,359.79,179.88,484.47,710.87,826.59,691.74,797.71,797.56,587.47,399.33,764.72,391.33,392.83,136.6,10.9,970.14,713.88,60.67,264.95,867.37,217.95,628.63,832.23,396.88,673.92,418.17,616.87
125,Japan,Payload,1984,12432.32,MEO,Inactive,717.89,565.64,176.1,385.36,564.64,416.87,269.98,221.45,549.36,474.43,894.01,118.07,143.35,95.77,719.54,203.33,791.19,513.14,728.8,639.88,367.72,568.55,336.87,492.56,547.55,894.97,850.06,974.35,487.61,831.11,812.05,143.49,932.22,121.1,260.31,811.56,914.93,425.07,812.01,956.9,206.69,923.18,608.13
126,Israel,Debris,2011,4135.45,MEO,Active,741.41,251.11,64.72,583.85,716.18,503.71,756.66,139.71,917.65,226.72,82.25,628.72,214.36,100.4,781.99,886.37,610.6,478.8,194.44,516.57,141.64,616.13,982.07,551.43,974.07,250.33,915.23,598.22,73.53,958.54,283.2,50.47,644.21,705.64,219.81,335.16,949.85,104.86,564.21,195.86,544.48,594.33,263.95
127,France,Debris,2015,12203.53,MEO,Active,556.58,382.77,269.2,704.41,722.75,389.38,273.15,967.24,355.43,132.29,354.59,41.95,967.79,203.1,530.95,114.96,442.82,748.46,925.45,944.74,573.93,185.01,238.11,186.26,963.31,390.61,655.21,643.39,318.35,160.94,654.38,60.55,46.02,924.49,55.05,259.51,824.03,703.67,777.1,861.21,144.64,736.23,891.56
128,Italy,Debris,1984,13303.92,MEO,Inactive,584.29,832.19,142.65,211.96,881.6,345.93,554.45,139.21,591.23,100.7,274.8,93.66,501.75,820.44,826.82,363.13,77.19,770.8,9.65,14.1,757.65,119.71,39.07,25.66,533.25,736.63,447.98,558.25,413.9,369.51,819.29,436.6,81.46,875.27,445.36,626.53,686.49,230.23,896.99,828.12,651.55,79.03,40.42
129,United States,Rocket Body,2014,34973.83,GEO,Inactive,269.92,629.67,215.87,222.75,590.66,617.14,870.64,184.66,65.81,42.07,355.03,251.95,767.77,186.25,544.8,973.02,989.7,118.93,560.39,502.34,96.35,603.58,531.19,579.27,91.79,693.55,170.16,866.74,97.14,348.77,117.17,382.08,104.42,701.01,808.49,290.13,375.07,318.55,529.94,774.1,232.53,373.04,554.69
130,Italy,Payload,1998,2381.02,MEO,Inactive,785.63,958.69,927.06,776.61,241.79,580.87,782.48,826.05,142.76,796.64,661.34,604.58,411.92,789.33,389.13,735.76,856.81,691.13,541.85,894.55,814.59,870.34,370.4,611.36,503.52,6.38,97.31,1.11,24.52,299.18,806.67,223.25,780.73,516.5,497.87,446.68,432.76,577.93,826.64,188.51,640.15,62.12,684.05
131,France,Payload,1968,30812.8,GEO,Inactive,953.54,499.07,745.11,181.6,574.62,146.35,507.78,86.94,529.96,10.69,571.72,82.64,165.85,53.85,710.86,905.21,398.62,912.68,849.54,290.63,964.09,176.73,195.28,640.62,218.79,916.44,426.19,926.3,96.39,359.77,109.07,197.16,675.01,967.52,784.36,594.1,149.9,579.69,246.24,496.78,990.24,36.55,728.72
132,UAE,Debris,2006,32655.79,GEO,Inactive,8.58,83.85,909.91,777.17,283.6,61.64,6.74,612.11,282.57,677.34,292.74,532.55,588.21,591.38,824.08,677.76,587.04,167.18,571.02,46.54,293.16,468.87,835.29,663.07,284.22,325.19,490.67,223.61,7.34,4.57,849.94,680.8,466.95,743.75,390.58,559.46,337.27,804.54,294.34,239.2,322.57,344.51,339.46
