object_id,name,object_type,country,altitude_km,launch_year_estimate,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
60,OBJ-60,DEBRIS,Germany,965.3,2024,81.296,-48.86,-29.385,-27.146,99.08,54.885,-24.414,-109.19,76.014,-166.669,-218.531,-90.925,92.27,187.517,-62.763,-144.771,-87.471,-45.814,82.489,21.016,-177.093,-69.293,27.456,17.699,166.944,81.057,-101.066,12.558,-143.713,-13.903,109.502,162.451,106.092,-60.256,-48.13,-178.226,108.896,154.581,15.526,76.874,101.588,124.785,-148.79,-130.774
61,OBJ-61,DEBRIS,Other,9789.4,1960,-95.406,-26.899,103.94,-100.627,-9.234,177.269,-39.274,-46.822,137.931,-46.314,96.693,-28.947,-178.122,-80.569,2.607,18.95,48.337,88.162,-8.403,-196.044,-109.128,-47.083,35.229,-111.525,15.839,134.743,72.038,-77.954,34.162,82.897,62.529,-58.219,-21.081,-10.803,197.957,92.892,-108.324,8.486,-251.555,-39.47,-167.302,50.154,99.156,104.77
62,OBJ-62,UNKNOWN,UK,19572.17,1975,-95.36,156.517,49.666,-34.398,-129.079,38.751,-23.437,-68.979,76.803,244.233,160.171,-116.884,43.059,-15.944,-34.197,-4.918,165.25,-25.112,-17.155,83.403,135.832,-56.762,-59.759,-3.228,214.05,1.621,-115.928,-48.056,-29.129,-42.702,17.1,56.234,93.727,120.914,-197.492,-24.946,101.584,-21.417,-119.971,-79.489,-62.47,-51.595,-106.139,-16.12
63,OBJ-63,FRAGMENT,Japan,22863.86,1969,-106.925,-86.587,-15.651,-2.772,-63.686,-43.916,-2.143,161.809,141.592,-2.256,-148.464,34.497,-157.532,-25.667,-204.77,-107.597,56.262,-60.568,59.653,-78.444,86.467,-47.528,119.428,-43.218,139.989,-96.957,-192.344,115.507,108.593,23.417,15.916,-4.318,8.567,49.286,121.59,29.168,0.869,104.52,-11.203,-147.899,-154.545,-242.043,130.599,19.462
64,OBJ-64,DEBRIS,UK,9402.69,1979,-193.652,-71.924,130.832,-37.147,41.966,-5.142,-2.841,-50.378,-82.918,135.679,-67.07,-196.515,122.241,-44.768,107.718,-89.873,-110.324,-176.508,27.803,20.25,28.877,-83.014,262.351,115.793,-65.166,-31.793,9.616,-59.086,30.877,84.516,-124.07,33.284,-215.561,57.611,-77.979,-81.759,-77.816,-15.612,-211.023,-147.183,-183.747,-149.502,15.337,-55.933
65,OBJ-65,DEBRIS,Europe,5154.52,1957,-48.02,-76.315,73.931,-16.106,-79.394,-180.859,-95.549,-124.967,119.037,-101.192,51.774,61.728,-25.21,51.311,84.496,3.247,45.51,-175.576,-34.582,-140.988,-49.407,-77.063,-65.713,-48.378,-126.402,196.968,-103.069,18.625,26.615,184.822,-16.668,-13.593,61.215,-61.611,311.475,12.077,-109.607,-78.204,-14.04,-44.659,54.453,-63.389,-64.2,284.585
66,OBJ-66,UNKNOWN,UK,30083.9,2010,71.409,13.575,81.634,40.504,-277.454,-45.075,36.933,-119.35,101.866,44.882,-88.613,1.535,-9.078,223.796,-128.512,-109.312,19.454,21.59,37.097,-47.938,124.102,51.609,-47.019,2.834,-60.392,-133.356,17.811,-77.09,101.451,-1.505,-52.204,52.316,-54.217,192.547,72.215,-110.028,-18.681,132.609,-1.716,-14.126,21.119,44.582,38.759,12.303
67,OBJ-67,DEBRIS,Other,35440.97,1971,17.392,-152.471,-41.063,123.87,-32.201,-44.978,12.105,-18.397,-239.628,-118.222,136.458,190.216,-72.425,-32.083,5.689,35.665,44.629,-7.705,-16.713,36.325,-101.112,-174.269,-44.503,16.634,38.005,52.799,81.636,-19.118,16.002,17.979,-32.783,-106.911,-81.054,67.208,-62.798,-80.324,65.263,-3.83,-73.727,124.38,-56.585,-53.426,-13.297,-71.495
68,OBJ-68,DEBRIS,India,19000.74,2021,-16.925,-135.356,-50.738,131.116,-24.099,15.333,49.658,-182.212,-22.046,40.106,105.89,-20.46,-158.271,51.589,-111.655,-106.209,-81.957,88.745,-60.054,-107.93,-99.968,18.299,-130.956,-41.974,34.626,12.552,98.45,-108.054,78.22,4.046,-36.957,219.007,61.789,-42.481,-139.376,51.77,-1.372,179.109,-67.861,-13.306,-95.032,-3.879,132.42,-115.928
69,OBJ-69,UNKNOWN,Other,6312.99,1971,12.906,-26.095,-169.996,76.142,0.923,194.219,-171.445,-6.012,60.204,84.225,-138.496,-20.49,126.586,-191.237,-60.88,25.585,0.336,113.028,-37.834,-102.453,-9.348,51.415,-87.629,76.97,66.453,-115.638,49.765,-7.46,-64.985,-22.126,16.24,-99.332,13.386,114.109,40.925,-75.682,91.731,-35.489,-104.57,-32.08,-108.137,-43.661,212.101,52.831
70,OBJ-70,UNKNOWN,UK,9919.49,1977,-48.898,-128.778,-25.939,-125.998,125.888,-193.68,15.684,-133.621,-51.541,60.498,-74.306,68.253,-17.106,-39.353,48.615,-115.071,88.31,-24.51,48.642,12.507,-218.314,-135.27,85.723,97.761,-92.54,-31.378,-132.606,-47.754,164.604,-134.573,63.795,55.238,-6.727,56.895,-190.981,42.891,88.858,-133.142,-48.42,-28.938,17.652,16.847,39.25,-75.335
71,OBJ-71,PAYLOAD,Other,819.12,1975,-194.789,-120.627,93.539,-36.041,5.352,-40.768,-198.56,115.861,-108.583,-34.494,76.984,-14.649,320.877,155.524,81.005,-114.652,-107.0,94.865,-92.809,-16.751,-103.948,-7.656,-8.201,-48.897,-77.829,-180.456,-72.015,-170.655,27.543,-112.081,-13.752,-67.864,9.705,-126.301,68.852,10.972,80.537,-76.944,36.005,-225.262,-23.196,-138.389,-17.877,-45.117
72,OBJ-72,FRAGMENT,Russia,32928.47,2016,78.372,-128.027,-20.409,-27.429,24.294,-183.351,-17.557,11.656,211.418,27.493,73.066,27.483,-81.018,-5.498,78.664,-236.223,-44.912,-56.185,110.634,34.93,-23.623,-91.654,191.902,29.312,55.853,28.822,0.542,65.483,-120.173,-1.428,95.488,-15.624,-84.709,20.002,-139.373,238.197,84.789,-67.071,42.932,-49.003,-89.621,-26.4,160.283,-152.786
73,OBJ-73,FRAGMENT,Europe,4380.2,1989,107.112,-84.661,44.554,-65.715,105.554,-50.336,65.794,212.102,11.104,28.449,221.844,99.44,-64.669,50.234,24.484,-16.028,-28.785,-14.989,-55.727,-36.781,-46.123,113.633,-28.85,-92.753,199.09,43.302,1.508,60.931,13.786,34.109,-41.545,46.126,176.996,-96.817,-96.986,-64.68,-53.347,-9.565,102.456,63.462,41.75,52.625,-20.476,6.707
74,OBJ-74,DEBRIS,Germany,20822.35,2005,-72.816,73.125,111.12,34.235,1.034,-86.46,104.578,-22.82,13.841,66.599,-87.988,-26.751,-89.724,-62.275,127.521,145.406,99.837,-17.848,-225.989,64.15,-98.826,-20.563,41.635,56.38,-109.695,-136.617,-94.191,5.613,18.667,126.143,8.67,9.78,17.257,-204.004,-280.261,-33.622,78.129,-79.427,-15.702,8.699,28.257,252.667,-52.68,5.628
75,OBJ-75,FRAGMENT,India,9982.14,1991,-15.084,95.571,37.283,-159.433,213.652,-149.435,33.446,-313.174,-130.899,-12.377,145.922,119.526,-17.616,25.756,-61.056,139.733,114.75,157.906,55.254,-56.696,203.54,147.312,-90.429,23.282,-7.243,55.663,-46.243,-112.416,12.48,-20.972,252.337,12.938,15.864,-43.269,13.014,-71.649,213.108,-125.294,45.715,77.577,-97.062,84.27,123.056,185.792
76,OBJ-76,DEBRIS,Japan,20021.74,2000,-23.7,191.9,47.051,169.357,-126.371,91.309,67.539,145.768,-61.236,93.114,-91.391,-167.913,157.522,163.278,-38.863,32.407,-191.513,-127.849,-270.146,59.706,136.326,132.228,-11.018,-36.394,-35.981,-66.513,81.036,-111.034,-229.988,152.867,-120.139,-36.803,-8.705,113.404,27.939,142.973,97.735,-32.294,-145.129,108.195,-47.425,-18.519,83.957,-53.589
77,OBJ-77,PAYLOAD,USA,23506.91,1967,35.129,188.236,-135.782,119.522,-93.415,25.565,-29.9,50.192,-89.784,143.461,50.032,160.348,101.014,-116.008,-259.463,-200.101,99.751,5.914,-101.192,-90.678,171.46,30.733,8.782,32.993,14.537,-75.57,50.374,233.057,-54.808,-120.451,-42.139,-69.153,-161.654,147.436,2.837,10.647,-38.771,9.148,20.796,-164.517,86.062,-63.878,-51.409,-219.714
78,OBJ-78,UNKNOWN,Germany,29897.95,2022,168.989,78.631,-32.256,47.82,61.396,79.586,-50.917,65.691,107.898,-31.787,89.234,-178.817,-150.455,218.654,-9.306,84.388,117.896,-69.604,242.246,-61.099,-9.904,214.271,-210.408,59.286,-119.723,-97.535,-30.845,-262.208,-138.285,21.015,-181.439,66.31,-67.457,-51.072,-172.23,-16.138,-57.999,41.17,-22.273,-65.039,74.838,45.736,31.493,-22.23
79,OBJ-79,UNKNOWN,USA,7558.14,2002,115.979,102.768,172.663,-6.211,125.431,-53.165,269.276,-100.258,50.463,4.644,-299.39,135.219,120.412,-154.594,57.969,22.567,111.469,-29.901,105.999,73.067,-48.859,-157.448,-82.496,123.039,8.812,66.163,102.965,-109.063,-136.836,-26.721,22.845,-85.428,-122.377,-28.541,143.464,77.03,11.392,-1.682,49.94,100.406,-65.618,-83.809,-34.389,130.293
80,OBJ-80,UNKNOWN,Europe,554.09,1965,-37.691,13.11,10.38,122.884,-20.079,-7.072,82.716,-4.285,-57.056,-90.481,91.121,-186.646,68.279,-48.55,28.526,-40.65,-52.963,-34.178,97.738,-51.438,160.166,144.542,63.593,39.748,122.078,-167.384,-132.651,214.959,16.642,-131.254,1.654,-64.962,-131.966,139.614,-16.205,-87.016,77.074,136.619,-28.219,10.489,166.15,14.423,60.423,61.047
81,OBJ-81,FRAGMENT,India,5065.98,1959,54.246,51.986,189.674,68.94,-101.062,159.464,-117.298,18.646,56.05,34.026,138.457,198.058,48.139,-83.592,-62.402,120.737,-22.98,7.206,-111.882,-117.123,8.521,-26.807,58.267,88.841,-162.399,-158.935,82.22,246.262,-56.084,-169.309,12.572,-63.789,-154.156,67.065,-52.18,-134.217,17.866,6.142,-37.62,-14.949,-17.527,31.671,50.435,108.628
82,OBJ-82,PAYLOAD,China,32416.67,1982,125.436,194.36,-72.312,110.664,176.099,-0.272,-173.466,-23.782,-25.352,34.664,109.588,16.088,-68.424,-27.246,84.453,61.544,-156.742,134.692,-18.663,173.012,-106.049,-12.669,-124.838,190.486,99.603,-59.216,68.459,169.914,-36.374,-43.468,-91.156,-33.142,-63.521,48.947,80.323,28.515,-110.719,-218.363,-82.324,103.365,78.848,-19.731,-127.826,45.204
83,OBJ-83,FRAGMENT,Japan,31480.22,2004,40.835,37.121,23.395,-5.905,-79.237,80.796,-46.507,-173.436,23.449,5.799,205.334,-94.488,-60.991,-84.89,-7.383,196.155,-209.495,190.2,124.143,-3.513,-99.103,-46.123,-36.096,-103.397,-119.491,-55.758,74.669,53.185,-89.494,-35.98,-76.17,-142.026,2.048,13.948,-44.032,16.213,75.801,25.052,100.756,-79.17,-105.132,97.203,4.139,-43.879
84,OBJ-84,FRAGMENT,Russia,21571.29,2022,-0.47,115.324,-38.268,178.931,33.905,-61.746,119.187,276.869,22.976,13.34,96.518,186.512,13.707,-92.472,76.643,-140.564,-36.151,65.657,63.964,47.145,-32.443,-145.005,-236.961,117.132,25.814,62.661,29.646,-63.642,137.931,-88.815,5.406,-140.489,-142.219,72.478,44.122,-73.648,93.821,0.74,-61.321,-73.153,-15.223,-9.4,-148.365,-112.428
85,OBJ-85,PAYLOAD,China,21682.52,1984,44.6,-93.435,59.198,116.689,131.415,71.602,4.874,83.583,42.027,192.183,-53.721,-108.887,-55.316,-118.675,48.615,-132.743,7.647,-97.913,113.586,-226.208,-2.202,56.96,-0.344,-87.915,48.881,-9.114,-65.325,-168.264,3.988,76.164,-140.281,54.306,69.984,-2.985,-78.027,35.561,-87.778,73.524,186.445,-79.717,-91.566,-44.993,-142.269,-98.269
86,OBJ-86,PAYLOAD,Europe,23994.91,1982,-70.327,-66.624,89.501,50.954,-44.161,-54.892,-222.402,42.058,29.965,-288.672,123.901,-22.735,131.263,64.405,142.451,-115.898,17.677,-17.463,178.154,133.181,8.146,-124.072,126.03,-71.345,37.518,-8.943,59.199,40.615,-152.319,-40.569,88.151,55.445,29.746,152.951,81.616,184.986,96.082,-111.938,-131.143,-132.952,-165.351,-51.001,-49.36,-60.212
87,OBJ-87,PAYLOAD,Germany,6445.31,1981,-55.728,31.207,60.247,125.597,-62.213,-189.642,-17.729,131.389,42.105,-49.666,-59.397,260.471,-59.596,-23.796,33.936,-28.502,82.114,26.06,66.011,264.623,-18.358,-59.1,130.362,-1.18,-33.348,-161.981,-41.562,-76.305,64.405,-98.667,-139.088,31.068,-23.171,-11.955,79.048,44.764,12.146,106.145,117.123,-22.166,-4.244,-129.132,-59.687,63.402
88,OBJ-88,PAYLOAD,Russia,32932.52,1968,-106.403,14.993,104.185,-41.916,-55.369,-0.758,-0.24,64.419,125.581,-34.372,8.242,39.554,-194.676,-49.951,60.994,158.817,306.114,-40.692,-123.068,124.218,233.96,-54.673,126.807,-64.603,66.249,-23.037,20.524,145.162,-34.252,-23.604,-15.096,137.519,216.209,-13.54,-45.318,-198.22,48.738,26.692,-217.637,18.039,-32.799,-142.174,-170.973,-8.044
89,OBJ-89,UNKNOWN,Other,15168.74,1961,30.706,-61.993,-1.317,-116.75,90.155,-47.03,-241.567,-67.72,64.056,145.691,83.178,-202.601,-130.146,28.226,-7.672,-62.359,-39.599,-27.707,59.838,138.47,-135.312,99.558,52.697,-81.323,-125.723,-240.786,-72.79,-185.349,119.366,-63.127,-43.579,-88.222,-24.06,-205.553,15.226,141.711,50.44,13.56,-16.927,-104.404,107.205,59.919,-118.659,-179.924
90,OBJ-90,ROCKET BODY,UK,13891.68,2004,-13.14,240.738,-19.053,32.155,106.015,-162.478,2.417,124.978,-33.69,47.529,44.808,-27.329,-123.796,-149.464,-50.289,-60.22,-105.557,-7.116,-23.553,-40.877,67.271,-7.368,115.82,-6.04,91.457,23.746,-34.489,20.043,-0.811,164.697,-50.005,-172.528,79.821,105.81,-2.481,198.936,28.806,93.847,-58.795,-10.717,-57.752,147.84,-154.145,32.017
91,OBJ-91,ROCKET BODY,Russia,18758.01,1993,-82.312,17.259,-175.819,-5.709,3.373,19.149,-101.337,85.222,-9.795,49.969,135.113,-36.176,-26.335,30.637,49.073,41.729,54.613,77.221,-129.086,25.182,-47.745,-244.374,-18.926,-33.325,-46.503,67.729,-14.325,92.874,-69.59,-31.525,-160.573,78.531,20.947,-96.274,-12.509,52.913,-39.913,115.957,43.947,-59.791,26.878,214.851,-74.115,122.27
92,OBJ-92,PAYLOAD,Europe,1843.26,2000,-16.418,-44.273,63.845,-19.772,188.308,-89.353,-183.555,-63.929,123.017,125.986,248.867,18.852,21.607,-9.377,150.273,84.316,22.224,53.018,89.456,48.808,-3.879,-89.904,-52.187,-66.53,32.2,-77.953,39.972,101.266,-54.205,-91.774,-4.42,-174.699,143.874,-237.003,-118.797,17.132,49.999,106.204,81.677,-7.678,-40.582,111.752,52.618,-157.805
93,OBJ-93,ROCKET BODY,France,6119.6,1971,47.0,15.162,17.218,121.631,3.197,309.264,160.451,79.001,11.242,-17.996,-113.736,-4.444,5.38,-6.304,-61.588,-223.679,-57.452,-61.017,120.207,-69.761,94.05,-156.215,114.062,-95.262,-35.142,37.534,56.719,83.363,-40.238,164.511,-120.805,-13.689,108.458,-17.888,-104.733,-154.747,4.607,-234.545,193.421,144.444,-97.311,52.062,147.666,54.974
94,OBJ-94,ROCKET BODY,UK,26611.12,1999,191.471,2.543,-6.791,16.714,129.233,-146.444,-105.76,-24.057,-37.402,65.233,-32.834,54.585,46.091,51.917,-24.814,103.971,91.085,59.283,-9.39,-12.406,-178.275,50.248,28.846,142.515,153.21,-43.905,169.57,34.046,48.976,72.504,14.019,27.82,-30.0,-33.827,-38.528,-86.555,32.95,-142.246,-53.205,8.608,80.652,30.774,105.777,-211.101
95,OBJ-95,PAYLOAD,USA,3127.5,2004,101.207,18.78,-19.082,26.357,-43.2,-121.292,-66.728,20.848,-63.114,-53.077,31.638,-152.805,-25.228,164.352,2.665,-65.522,-81.193,172.436,32.048,-100.099,-94.587,-118.289,-179.524,-120.02,43.864,123.212,14.813,12.772,-78.51,10.631,-75.949,206.079,-26.368,44.985,6.883,-30.694,-27.283,-43.978,-73.642,10.599,-61.413,130.999,43.395,-87.575
96,OBJ-96,ROCKET BODY,Japan,21776.97,2002,-228.415,-159.372,-3.688,-32.705,233.376,86.955,-68.058,59.965,27.304,-105.331,-46.319,-54.79,-21.691,32.297,68.49,-10.242,-12.857,-151.295,-207.267,-39.551,-13.366,-60.584,121.658,-16.768,65.273,22.801,-94.773,90.798,124.368,-79.627,-5.027,-54.667,-134.142,64.914,-88.358,-73.444,39.513,-118.884,88.221,203.792,-43.416,-36.87,37.743,-128.371
97,OBJ-97,FRAGMENT,USA,8953.31,1999,23.931,129.195,-23.624,88.112,157.013,-13.302,0.224,136.85,-85.486,179.417,-7.571,31.184,175.186,-19.987,34.546,141.826,-7.092,-43.733,112.377,84.089,147.625,175.034,-21.985,111.792,78.756,-103.864,79.997,34.061,36.857,76.654,-181.135,-47.307,11.595,-82.774,1.445,-50.941,-0.047,-69.531,-13.593,-50.737,-118.731,180.104,-10.589,68.466
98,OBJ-98,DEBRIS,Russia,14112.35,1977,142.932,134.883,-52.803,70.188,-12.797,84.92,176.631,-64.6,128.48,36.903,77.582,-76.214,120.536,-118.264,91.306,-21.644,-94.771,-51.336,79.326,-176.576,147.098,63.678,-66.713,80.955,-24.099,117.097,33.763,37.283,22.44,-146.342,91.228,66.107,65.464,271.991,-228.936,12.351,-100.225,-5.122,-63.519,61.277,-168.857,-3.976,-9.992,166.459
99,OBJ-99,DEBRIS,USA,10506.78,1979,-133.787,147.032,23.959,87.366,143.454,38.039,-119.619,36.496,-103.782,64.466,64.291,109.594,40.83,-239.082,197.391,-153.187,-170.97,7.992,25.022,95.31,127.73,-116.459,97.89,23.371,28.927,82.702,-19.037,3.438,7.305,69.327,109.634,60.2,-6.187,-20.134,0.29,-68.454,53.692,-47.001,-44.546,-53.121,45.319,25.92,138.454,106.211
100,OBJ-100,PAYLOAD,Europe,12907.31,2003,55.156,32.543,48.416,-49.726,138.398,-58.231,-30.68,201.573,147.807,-108.017,24.733,-74.214,91.667,12.788,-63.89,-147.391,21.895,-182.388,-125.245,-157.736,-219.339,82.505,84.407,-62.364,16.528,-41.214,-40.047,-38.51,-2.01,25.012,-55.208,-34.34,140.061,-168.82,7.711,151.946,108.035,-2.407,-71.056,78.575,-9.912,2.47,61.851,102.825
101,OBJ-101,UNKNOWN,Other,25930.61,1971,-23.664,66.248,-77.057,130.409,155.304,-137.909,12.086,-17.605,-28.523,51.035,14.773,14.333,-192.622,-125.963,60.973,-2.911,136.872,136.109,-164.437,5.246,-104.977,-71.783,-95.688,-1.875,64.49,49.551,-61.824,-134.994,-126.952,99.006,280.141,18.515,14.511,158.282,81.873,7.444,41.068,135.971,-166.917,-90.478,91.822,112.522,19.929,-93.141
102,OBJ-102,PAYLOAD,Germany,10808.84,1981,115.029,-86.623,-40.074,183.877,-248.199,107.108,-86.879,19.656,-107.674,177.823,-22.387,-10.496,-82.254,-254.026,32.064,-33.436,96.09,4.679,202.658,14.344,-100.864,82.255,-15.709,-112.407,-44.56,47.953,-65.146,-117.742,29.253,-236.045,76.072,-73.701,124.741,72.841,142.267,50.454,-17.054,178.071,156.302,-33.485,50.894,-1.166,-175.541,58.288
103,OBJ-103,UNKNOWN,Japan,20459.94,1992,40.426,83.29,-20.462,84.204,71.935,-128.845,-32.289,201.423,18.918,-27.745,140.452,-101.468,-43.22,-35.087,1.904,5.947,102.78,29.813,-99.957,57.282,-5.524,-41.233,-90.843,-28.513,-70.657,-42.561,-122.047,-38.32,192.573,-92.062,-25.822,44.667,-16.314,40.886,68.439,50.93,40.843,37.331,48.838,-56.114,-124.495,40.481,72.844,23.95
104,OBJ-104,DEBRIS,USA,17221.65,2007,-88.402,25.179,0.481,-80.929,54.23,55.891,59.45,63.748,-95.304,-125.58,166.339,6.049,-81.077,23.948,60.609,-40.128,-79.895,18.232,13.418,-18.054,-185.303,-96.003,-88.194,-30.027,118.182,6.565,96.551,-12.05,69.182,-99.973,-49.095,-159.367,-115.954,-43.53,179.742,38.265,-65.987,133.5,-161.068,-104.357,0.321,-121.925,74.134,-117.546
105,OBJ-105,PAYLOAD,USA,23945.97,1971,-20.085,-46.041,-12.819,-80.22,47.107,91.9,-75.57,-147.398,3.437,18.398,101.881,-131.193,-154.574,74.43,-26.68,124.143,21.407,-51.653,-96.869,-104.469,109.79,-105.347,-299.276,-20.37,78.671,24.452,43.48,-96.769,43.846,-111.793,-78.134,290.782,-62.499,4.582,-2.928,4.745,80.279,-39.889,149.969,-212.633,-3.547,-19.36,-61.989,107.603
106,OBJ-106,FRAGMENT,Russia,33735.98,2024,-14.17,86.474,65.972,-37.538,21.835,-12.692,-33.864,-79.548,-57.754,-103.59,-114.938,-44.361,42.054,106.125,32.305,2.477,-142.416,69.865,-228.891,18.451,-199.439,28.763,-101.399,-78.801,-83.936,-67.563,9.306,-104.24,-153.497,42.502,-59.074,72.107,-3.22,-216.858,4.63,99.947,89.408,-62.478,17.711,40.745,101.104,104.709,22.637,43.374
107,OBJ-107,ROCKET BODY,Germany,26415.38,1977,-12.318,90.345,-165.237,-56.438,24.781,-30.415,-43.135,68.958,94.507,-155.78,-26.221,3.027,138.575,87.571,-130.529,-176.298,16.892,0.523,44.801,217.251,103.253,91.302,-17.115,-169.588,190.223,134.654,-62.075,-36.461,108.613,-29.529,-10.987,-110.16,-74.955,-27.105,80.668,120.918,-2.511,-7.508,-21.169,-63.684,123.305,-84.495,-13.362,-21.882
108,OBJ-108,UNKNOWN,China,7863.46,1969,111.926,6.061,-147.504,-7.109,128.314,-98.373,-10.381,42.3,13.675,-73.477,19.967,-142.734,-1.281,90.258,-53.882,81.653,138.878,-208.466,60.386,-1.441,87.084,37.24,-283.329,125.185,-57.141,-197.721,108.937,90.206,80.25,-87.133,-4.376,-26.792,-165.507,245.678,-10.686,-206.323,13.534,-31.241,52.968,-27.163,-172.903,-2.684,-53.824,82.124
109,OBJ-109,ROCKET BODY,USA,1277.6,1975,-84.262,43.838,19.357,63.244,53.947,46.274,24.315,16.258,-118.85,-49.26,-94.069,62.35,64.818,-146.807,104.752,190.627,141.984,-10.816,-166.88,-88.138,-109.439,-43.264,-137.185,102.977,11.862,67.694,-142.064,-212.012,116.743,-110.305,-140.403,-105.316,-200.234,-95.435,-33.092,-143.715,-100.007,67.566,-43.539,-12.951,109.862,-3.994,41.023,14.795
110,OBJ-110,ROCKET BODY,Europe,9559.54,1990,100.305,-103.172,-60.269,28.995,21.691,-304.593,58.656,216.122,-59.704,-98.725,7.908,26.037,-4.253,-14.96,100.908,15.493,203.045,-27.757,110.829,-46.714,126.195,-179.734,60.705,87.465,116.869,-121.836,-13.099,-93.833,-90.386,-96.117,135.474,-81.865,101.391,17.677,137.422,-54.28,59.477,1.445,-131.557,-146.587,96.417,-58.442,-108.093,120.12
111,OBJ-111,PAYLOAD,France,21487.59,2024,-30.225,124.318,88.424,20.229,113.938,71.573,193.755,-61.749,70.495,132.647,2.222,53.2,-44.164,57.984,25.943,23.255,98.918,69.674,-52.66,15.024,-33.321,-63.935,-141.23,37.842,115.915,-24.353,98.215,16.16,-39.987,86.579,78.677,21.167,38.533,-168.489,72.37,-111.558,-21.233,150.924,-53.901,-39.301,-81.175,101.824,203.888,188.802
112,OBJ-112,ROCKET BODY,Japan,2003.1,2008,22.351,-89.881,116.98,-24.12,41.803,11.948,-265.848,-7.441,128.709,188.961,108.414,0.247,91.92,4.637,-45.305,-77.989,47.575,270.141,-108.259,-26.862,-59.27,-125.203,-15.723,17.036,-70.546,-159.821,-199.263,128.669,-148.577,-6.669,184.724,139.159,27.566,-52.07,65.974,-73.506,-252.328,11.959,-7.317,-178.668,-4.555,49.494,53.123,-27.914
113,OBJ-113,FRAGMENT,USA,17949.77,1983,7.238,-70.543,23.375,-7.385,51.357,-22.282,-16.739,-196.311,-4.527,61.809,-49.829,-115.068,-142.819,-15.515,82.527,-24.245,87.472,37.769,-114.818,-40.758,-42.145,136.857,-165.336,-69.369,51.724,-131.902,17.605,216.083,-157.006,83.137,36.789,-10.117,16.836,-126.519,-86.427,-45.283,13.106,-70.704,-89.983,-45.96,-210.319,90.209,-10.977,-29.017
114,OBJ-114,ROCKET BODY,Europe,21550.85,1985,-2.181,6.232,-107.197,79.658,186.704,24.23,-136.444,116.066,-104.44,38.42,116.33,-0.007,-186.34,2.809,123.649,50.287,68.057,211.98,87.123,132.743,-33.568,-39.848,40.944,-58.683,-31.022,-8.708,-66.016,-34.218,-57.692,266.467,104.672,-189.045,-54.743,42.732,94.372,-25.691,-9.187,-47.289,50.864,149.82,-5.028,105.148,95.888,-49.077
115,OBJ-115,PAYLOAD,Europe,12139.3,1984,-1.36,111.452,105.459,-201.196,-43.448,-137.356,-38.537,-79.885,105.404,-14.205,-95.737,62.31,-144.23,24.553,-41.237,113.179,-80.725,-68.623,-192.374,51.728,-24.367,30.038,-32.575,145.536,41.956,7.274,12.116,-35.677,46.777,-1.786,-125.023,-61.39,79.433,21.583,8.229,-149.115,-99.181,-59.406,127.952,-53.791,-104.982,3.102,78.374,1.74
116,OBJ-116,FRAGMENT,Japan,27789.49,1991,145.736,111.395,19.89,-1.139,-151.571,-241.299,88.087,105.714,70.056,-89.633,-81.784,-119.031,85.359,-7.689,-145.502,44.6,-151.533,-62.212,-124.217,-11.852,-22.097,-34.366,-91.767,168.291,-12.566,105.98,-37.445,-13.77,-41.642,-141.702,60.224,-54.812,-173.928,-130.298,-98.965,-41.424,99.16,73.11,-36.53,-114.755,52.092,157.396,-74.479,135.099
117,OBJ-117,DEBRIS,China,3980.48,1964,84.245,-0.482,-148.694,28.799,7.236,46.858,119.779,95.203,130.654,160.291,-37.936,-111.083,8.721,-84.628,44.913,181.804,88.276,-24.643,43.16,-11.086,-89.032,42.969,-264.45,-18.475,-40.276,-39.908,59.369,22.711,-66.915,-13.703,-179.166,8.893,-208.409,8.829,69.693,142.268,-41.325,-10.515,-228.879,-49.016,41.329,-121.648,-50.511,-106.094
118,OBJ-118,ROCKET BODY,Europe,2852.94,1972,-36.272,77.301,-139.852,78.358,21.454,131.655,124.471,234.91,29.021,-6.285,4.787,-24.608,37.654,-170.282,91.377,9.847,209.335,42.519,29.868,17.318,-65.82,71.817,-89.387,0.376,-96.237,61.641,123.254,-4.49,33.944,187.909,-97.161,-14.1,-20.165,12.376,-119.906,-25.14,-71.112,11.827,-16.615,156.839,-9.406,-15.011,-228.735,-137.042
119,OBJ-119,PAYLOAD,France,26258.29,1992,158.279,-168.906,151.695,-101.005,72.153,-173.94,123.529,64.928,-52.06,-46.259,-241.651,-37.133,167.692,-20.403,58.748,-112.17,92.397,-64.06,-102.198,56.031,-57.16,232.845,66.474,73.232,118.517,-1.026,251.333,11.656,-324.216,108.674,250.655,-219.957,12.97,17.492,-240.765,59.198,112.306,41.843,-85.017,-44.918,19.66,14.895,-107.21,23.596
