object_type,country,altitude_km,launch_year_estimate,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
SATELLITE,Japan,14194.76,1989,777.39,310.016,344.451,584.222,66.74,311.769,859.126,906.952,560.342,176.703,430.186,934.494,838.383,109.765,188.71,32.447,150.098,739.012,862.04,97.733,367.162,314.849,684.243,131.908,11.131,199.759,391.669,107.385,150.561,160.377,709.984,285.081,220.284,615.806,888.555,892.292,547.678,42.473,615.911,168.272,657.744,704.118,979.352,103.917,895.012,636.581
FRAGMENT,ESA,1126.42,1993,726.575,326.968,156.429,668.108,450.121,572.401,65.643,540.101,340.765,221.591,288.896,654.097,869.366,197.228,57.172,955.307,427.653,572.972,428.246,821.369,342.003,75.89,195.175,940.948,906.288,919.522,728.454,260.24,579.235,451.46,733.449,553.73,889.307,491.583,541.287,624.458,50.098,931.932,137.746,130.888,47.534,550.11,921.267,968.623,479.778,53.738
DEBRIS,ESA,22235.24,2004,684.366,625.131,262.894,763.27,36.098,510.109,12.228,954.411,456.926,747.0,395.477,535.947,583.227,919.946,570.9,11.603,707.317,398.872,43.622,61.58,312.411,852.965,201.677,971.457,196.053,614.492,984.047,476.366,97.442,823.518,733.699,68.998,183.282,358.581,92.842,689.442,577.488,677.041,684.229,844.162,877.122,498.675,138.525,664.113,829.231,572.597
FRAGMENT,Russia,1166.23,2021,270.576,70.769,273.63,693.426,497.055,63.51,43.389,767.064,350.125,632.585,837.665,265.898,591.258,846.599,717.154,454.878,884.38,918.189,30.817,775.666,609.532,107.336,390.661,608.911,986.361,472.624,539.317,705.237,481.881,636.359,337.287,206.651,864.91,430.301,762.415,974.809,20.248,174.219,911.083,123.72,43.711,923.919,27.515,932.424,54.979,66.798
PAYLOAD,Other,8122.27,1984,412.899,371.579,587.194,472.826,345.104,220.867,736.736,754.866,259.496,386.789,823.905,836.482,34.759,708.767,127.857,952.35,804.904,415.626,481.235,868.298,468.488,771.354,869.733,244.047,763.692,897.979,70.369,882.563,745.275,520.105,604.799,13.179,251.398,807.479,40.134,817.725,91.923,365.202,793.683,818.296,607.426,858.063,155.973,838.437,133.197,18.729
PAYLOAD,China,22520.46,1994,520.445,594.005,515.538,28.798,759.85,329.343,821.045,786.367,166.349,33.573,898.893,577.291,238.269,584.925,148.11,744.466,222.638,786.034,892.893,848.625,80.642,111.646,913.083,360.776,599.825,839.895,437.713,388.98,152.652,332.853,894.756,741.615,514.935,341.168,567.829,195.431,741.987,790.564,206.527,570.742,657.091,331.341,999.439,578.849,801.471,249.875
FRAGMENT,Japan,24671.9,2005,700.214,481.44,247.36,250.551,105.665,750.674,619.23,159.39,67.218,134.741,816.995,481.64,437.44,635.548,749.973,941.979,722.553,14.011,39.193,363.549,624.104,505.848,276.609,110.228,304.174,242.164,848.337,543.615,7.723,335.238,657.666,961.661,422.656,99.816,444.509,346.081,366.943,49.104,986.216,858.923,235.006,943.485,752.021,247.742,213.09,720.66
FRAGMENT,Russia,2164.48,1967,488.427,623.474,162.888,536.384,976.25,27.056,52.496,131.269,832.055,811.051,812.519,566.132,736.879,152.783,301.1,374.367,35.561,556.435,923.503,685.732,851.005,427.733,846.108,571.586,440.723,951.502,450.194,850.685,187.295,130.603,246.503,593.071,97.596,585.611,99.986,337.107,619.7,597.661,12.516,816.417,4.911,60.564,677.625,26.334,5.121,391.89
ROCKET BODY,Japan,11077.5,1982,440.572,409.185,523.462,630.264,508.72,151.241,870.182,679.948,652.693,100.734,335.144,12.712,843.069,914.37,858.297,351.457,572.864,362.329,987.082,520.571,397.004,833.972,161.979,300.016,195.683,507.419,292.082,774.159,92.801,480.749,632.333,662.932,530.421,152.167,27.654,940.824,30.782,343.965,468.209,590.536,295.145,950.923,29.163,773.033,197.049,137.182
PAYLOAD,China,14150.11,1982,20.73,121.785,394.179,779.307,19.664,128.543,519.108,544.992,247.97,714.978,375.971,351.804,688.546,350.89,305.396,167.18,115.36,668.707,734.305,6.975,328.921,447.408,30.053,225.6,614.239,192.742,936.41,639.065,278.514,806.903,132.645,24.071,900.233,270.797,594.767,213.904,44.246,449.512,78.887,443.76,989.853,435.558,58.612,485.555,778.801,984.33
DEBRIS,Japan,24802.85,1969,806.975,969.473,139.764,531.615,194.589,37.385,39.643,961.641,234.756,591.769,505.857,790.172,747.351,80.702,394.711,428.029,256.843,960.71,570.696,582.901,11.493,82.391,847.689,935.62,600.226,644.23,223.11,905.21,500.073,334.589,722.543,813.7,587.223,356.569,263.087,613.857,932.84,645.677,444.938,811.267,48.251,764.13,633.698,282.907,549.723,966.612
FRAGMENT,Russia,7115.33,2019,212.799,739.476,17.273,805.193,398.496,316.186,864.84,860.897,449.464,861.947,315.337,751.858,619.205,439.499,392.069,790.716,768.485,214.209,605.494,388.432,734.931,345.949,349.207,865.175,587.662,367.386,766.915,914.161,568.509,842.521,960.411,924.344,947.96,256.046,444.645,206.336,754.236,481.52,799.018,360.848,126.854,561.522,922.03,372.708,234.663,199.31
FRAGMENT,India,4898.31,2024,755.865,843.819,87.192,58.824,726.526,466.33,195.099,148.473,155.084,834.677,515.215,390.939,936.566,142.486,486.099,666.939,900.665,487.821,284.782,82.08,962.951,787.532,193.443,897.844,478.079,618.276,60.036,91.102,462.933,46.941,921.83,573.3,20.95,943.008,327.142,421.861,396.751,200.464,453.802,439.129,397.731,294.329,346.271,992.625,89.427,686.837
ROCKET BODY,USA,29598.47,1978,923.684,450.527,333.665,234.475,857.872,566.417,723.094,390.088,250.741,267.233,735.142,368.065,526.178,166.011,944.482,983.776,78.539,945.918,323.33,31.518,149.218,865.478,885.982,811.039,633.594,767.475,689.259,584.344,531.056,567.666,650.999,709.025,441.548,468.103,163.36,439.544,417.0,305.485,129.199,430.555,937.031,156.86,11.064,557.731,189.166,798.576
SATELLITE,India,6303.46,2024,910.429,960.793,294.09,231.895,429.09,49.751,654.547,953.721,917.429,984.293,170.651,874.866,805.412,809.32,538.158,28.498,356.006,712.36,571.517,670.942,890.652,334.385,435.951,337.247,480.788,168.128,459.855,443.973,530.666,560.085,233.734,920.243,586.389,486.068,419.818,292.506,559.323,386.929,233.258,165.075,583.139,281.199,21.46,182.975,595.736,571.524
DEBRIS,Japan,33563.84,1963,997.935,242.308,785.643,854.752,254.913,861.588,847.234,341.728,504.032,545.979,709.715,173.53,216.504,514.713,394.681,286.544,633.225,211.142,111.695,843.443,500.902,307.995,342.945,835.806,965.634,566.186,297.894,42.781,359.467,875.262,191.036,670.132,961.227,489.358,30.162,787.563,686.508,550.402,344.516,776.495,724.277,736.866,945.025,796.001,737.942,711.111
ROCKET BODY,Japan,19435.21,1995,603.979,329.073,971.18,149.962,784.508,344.935,975.359,142.98,519.762,461.628,91.5,574.827,745.906,529.563,98.667,77.963,399.366,502.899,598.678,692.406,830.424,481.291,733.303,976.796,419.36,42.209,733.974,381.952,115.606,585.042,487.998,851.83,163.976,80.486,496.572,794.856,565.088,658.332,8.738,482.703,732.492,987.674,29.49,180.193,412.599,262.509
FRAGMENT,India,21840.63,1958,41.921,65.06,720.935,723.969,877.191,457.792,302.229,315.347,970.513,206.073,461.926,21.954,180.143,22.51,161.766,663.272,842.127,678.833,518.442,699.795,31.946,31.162,424.814,99.92,77.604,584.137,10.594,689.696,394.8,723.956,356.073,561.621,554.579,956.385,594.891,169.297,24.943,806.961,110.709,210.629,504.925,870.915,21.284,216.064,826.254,830.545
ROCKET BODY,USA,26442.7,2000,71.044,899.842,894.994,98.03,894.234,406.507,139.612,276.832,834.751,551.664,449.514,176.714,369.687,558.358,756.935,919.324,699.806,647.763,537.828,901.41,615.44,667.937,101.631,172.61,795.797,878.718,733.249,323.926,634.045,291.862,144.896,847.697,502.47,258.358,406.897,765.236,567.386,980.023,329.577,808.841,708.803,338.719,784.922,272.203,892.722,349.747
FRAGMENT,USA,18119.03,1981,425.69,317.287,727.122,852.326,299.214,147.272,203.422,315.535,308.897,614.518,795.965,191.4,283.14,718.004,329.617,521.682,386.398,245.378,524.059,114.174,453.235,953.33,919.909,541.002,124.736,196.268,92.939,739.666,764.984,608.446,926.766,718.123,635.345,500.512,787.771,195.452,176.727,346.726,301.135,83.633,840.521,221.154,813.143,850.739,51.407,791.761
PAYLOAD,USA,29720.79,1970,174.344,353.966,241.601,816.932,361.185,708.163,465.079,597.765,603.166,788.491,116.719,843.804,95.702,803.053,911.419,549.391,8.141,743.626,173.764,273.687,318.238,443.438,565.961,971.719,837.338,46.66,125.288,735.718,154.625,615.068,107.701,853.482,972.163,823.72,673.416,888.227,113.674,336.129,815.625,905.499,654.47,217.353,349.92,108.905,77.407,403.425
ROCKET BODY,USA,8604.47,2017,138.667,340.983,774.645,525.344,148.086,625.734,431.508,384.326,632.665,480.574,617.597,922.121,357.345,973.514,462.063,957.272,736.076,419.242,374.262,60.698,331.941,499.061,528.627,707.738,651.072,262.507,121.2,805.81,679.561,541.251,129.433,598.711,739.094,450.269,367.941,239.626,954.442,982.059,35.319,39.644,75.765,582.744,275.938,284.017,521.027,513.156
DEBRIS,Japan,16545.19,1988,93.968,335.945,872.619,254.673,894.303,263.522,494.653,849.732,465.56,980.336,971.943,931.179,736.936,779.679,10.266,934.443,177.081,614.513,728.176,68.923,901.275,378.238,675.639,638.818,522.626,602.953,252.938,689.506,472.252,93.884,629.635,566.501,318.099,351.287,574.181,619.674,344.428,844.737,195.354,672.026,42.935,946.075,928.604,182.795,468.073,904.091
FRAGMENT,China,22951.03,1974,631.824,964.304,918.286,356.333,802.839,807.668,26.177,153.392,318.442,762.574,754.149,582.478,50.552,908.57,294.298,788.619,92.801,592.373,445.383,33.507,819.877,235.708,985.387,698.589,684.056,424.664,452.726,295.628,748.558,505.284,475.053,295.186,494.581,355.075,383.001,119.467,416.874,984.248,280.348,940.477,991.871,59.196,782.057,200.17,817.486,81.6
FRAGMENT,Russia,20551.69,2011,213.805,867.084,436.466,750.598,177.953,536.543,366.088,886.236,141.51,749.982,175.064,84.167,878.275,612.203,590.903,373.035,649.351,267.098,349.665,328.131,48.039,998.976,474.437,991.169,177.659,316.296,839.988,72.165,919.348,159.066,832.129,323.178,212.845,432.653,799.345,534.327,661.349,746.826,131.832,68.898,541.869,569.225,5.932,28.597,106.355,790.728
FRAGMENT,Russia,5517.15,1983,459.73,741.264,251.523,442.195,420.13,524.958,596.776,148.866,791.052,198.297,255.012,962.418,237.77,561.692,579.848,535.663,265.345,581.995,365.081,607.154,927.581,361.116,577.264,644.602,46.17,625.983,383.805,965.745,511.078,894.977,114.768,94.708,321.114,474.206,371.927,812.216,64.28,63.194,274.928,952.025,42.545,852.799,904.837,744.937,514.506,483.918
PAYLOAD,India,26594.33,1974,347.031,293.176,557.661,635.292,736.858,606.861,779.941,278.298,720.626,92.827,396.491,142.683,238.546,52.139,636.792,715.437,187.534,851.138,853.63,569.831,965.13,69.977,939.875,672.314,425.163,807.427,373.814,110.945,783.557,984.08,7.467,202.542,822.185,179.349,281.459,658.187,541.453,805.226,721.866,960.585,210.227,375.814,613.634,935.324,97.484,364.273
ROCKET BODY,USA,31546.55,2011,698.378,911.861,961.9,156.651,457.276,271.684,983.03,107.979,885.355,107.615,213.134,761.561,851.956,187.653,416.117,50.662,578.127,843.795,663.937,677.233,954.444,747.198,878.011,310.648,371.979,0.69,421.772,861.716,117.232,896.617,913.382,375.905,740.142,531.909,394.138,125.861,645.183,98.11,969.835,620.535,190.156,882.772,288.538,397.608,759.589,466.978
DEBRIS,ESA,30515.2,2018,380.856,795.854,525.923,769.473,895.49,965.13,43.233,764.862,577.455,295.003,78.265,894.056,430.832,483.616,384.266,143.329,58.702,692.172,798.337,567.119,595.014,969.779,808.867,269.073,282.536,223.434,485.986,798.317,265.877,63.976,275.056,317.839,150.535,225.227,232.16,123.214,754.872,373.305,61.682,727.561,437.265,4.614,480.439,754.312,704.63,512.274
SATELLITE,India,25751.22,1994,476.877,222.238,955.371,369.692,988.111,292.396,929.03,241.196,365.27,30.653,651.299,713.856,602.029,120.673,607.462,829.071,71.205,265.119,756.069,91.315,68.766,129.426,50.516,675.471,861.269,35.211,320.173,759.555,865.125,610.927,439.761,466.308,776.515,257.435,683.076,791.064,680.78,920.107,721.701,995.641,747.615,921.495,607.517,60.635,240.206,688.39
ROCKET BODY,Other,11162.06,2024,66.461,823.651,670.541,435.827,813.77,988.566,156.619,41.762,999.373,590.065,525.843,342.212,533.569,485.201,375.922,913.823,258.266,709.146,701.963,388.963,29.821,446.271,387.855,320.693,719.619,933.454,254.438,320.617,335.235,528.414,428.749,823.239,857.182,172.352,682.952,832.173,228.374,821.809,735.073,665.139,22.156,184.191,101.827,895.177,487.581,809.981
FRAGMENT,China,16844.0,1988,459.376,78.527,170.225,736.805,289.689,171.482,435.594,857.595,396.049,95.621,689.42,860.59,554.258,854.183,570.621,789.882,237.497,520.867,407.857,248.123,566.417,223.158,515.35,114.416,234.847,26.021,195.926,830.136,672.38,545.773,912.818,718.022,981.987,787.295,858.636,14.532,147.998,224.613,697.617,338.741,20.796,90.466,470.334,492.672,406.392,72.113
ROCKET BODY,Other,34458.85,2000,240.86,319.883,863.582,222.882,611.52,272.407,701.888,837.765,617.739,954.898,833.847,923.781,649.546,47.768,120.233,219.752,239.411,748.95,757.28,266.67,679.812,856.031,381.166,352.962,809.205,532.111,119.484,463.043,160.366,828.631,845.89,376.255,130.835,143.303,874.1,655.23,953.403,464.165,29.727,298.356,788.182,685.983,841.052,154.304,283.032,256.073
FRAGMENT,ESA,33148.9,2000,935.515,81.596,304.071,80.337,699.714,941.336,496.402,409.493,118.547,801.582,103.138,647.363,309.85,222.335,625.43,691.489,520.036,413.934,287.956,451.227,341.306,91.139,379.777,686.788,930.961,139.285,124.163,212.67,346.1,336.862,218.373,551.436,872.812,526.438,359.541,496.69,686.146,532.971,916.04,709.742,163.22,724.34,140.963,352.133,760.783,373.831
DEBRIS,China,3764.08,1994,350.25,65.82,821.693,852.563,256.013,355.069,782.938,585.828,745.338,27.208,224.522,526.854,25.845,928.915,408.727,659.905,198.022,557.71,413.496,247.14,353.738,307.618,170.526,900.244,524.554,926.316,911.223,847.216,93.827,642.194,164.394,106.474,776.991,445.028,722.511,233.745,816.297,324.999,134.474,922.178,689.132,231.694,281.415,812.055,294.916,696.441
ROCKET BODY,China,17001.39,2019,26.538,317.606,532.948,827.677,974.463,986.32,333.876,218.87,280.584,279.97,382.505,775.366,842.435,65.835,555.455,155.057,920.99,957.406,482.365,385.862,152.593,337.81,797.265,864.27,74.783,454.021,378.734,941.207,382.739,592.333,454.325,765.224,875.388,438.363,313.3,987.276,688.546,364.023,410.338,231.457,731.233,911.968,605.308,534.386,623.301,573.997
PAYLOAD,Russia,5445.65,1982,308.998,135.049,357.844,489.305,973.507,551.055,371.691,70.543,811.385,851.248,188.632,55.096,684.914,130.91,512.554,646.001,419.331,200.198,45.318,686.198,287.456,445.184,56.012,679.138,793.348,915.03,763.883,799.517,961.713,570.598,360.087,273.888,844.518,1.066,961.588,387.581,761.329,933.019,279.949,541.767,332.964,864.519,182.781,52.995,276.962,627.092
PAYLOAD,India,3366.39,1991,738.16,306.122,916.739,415.599,733.024,674.968,829.172,133.034,749.021,349.459,925.908,237.142,77.985,601.668,702.084,923.75,788.884,887.885,215.484,115.876,890.889,551.298,350.557,206.234,740.439,432.347,337.75,999.52,623.09,499.975,48.358,467.291,101.753,938.588,985.702,516.707,107.495,139.817,245.116,265.187,615.352,199.922,909.108,522.978,208.832,360.093
DEBRIS,USA,4614.2,1964,208.233,783.928,213.591,35.529,165.754,259.607,714.411,96.598,661.889,475.403,404.976,939.522,894.836,349.999,37.83,296.862,836.122,468.695,347.457,857.638,2.901,825.165,312.46,705.703,807.693,144.452,482.111,120.934,889.736,38.201,538.005,186.583,947.485,675.991,687.538,620.641,940.68,65.405,340.645,41.492,934.249,228.955,34.39,850.047,325.948,45.752
ROCKET BODY,USA,17342.34,1984,461.428,183.326,311.868,181.354,686.884,521.991,291.111,524.306,994.64,246.28,66.136,244.29,627.085,24.789,814.215,402.613,636.394,670.472,411.952,73.674,409.07,345.449,724.963,471.446,456.519,124.463,728.445,649.443,195.606,350.456,477.981,678.785,634.821,189.623,198.158,934.755,231.973,709.025,489.221,861.763,104.432,104.071,576.837,151.506,401.78,282.32
DEBRIS,Russia,8304.38,2008,207.744,743.823,777.225,820.58,603.972,67.924,552.403,367.241,393.021,649.204,848.59,260.106,268.936,157.418,559.288,400.699,230.648,520.257,285.576,699.472,465.101,357.571,717.496,694.058,82.847,870.104,941.821,978.798,991.03,202.43,878.314,472.772,219.324,946.249,150.857,227.485,481.32,144.93,361.591,274.817,931.255,360.693,239.745,849.016,11.93,92.355
ROCKET BODY,Other,30480.4,1990,271.408,282.356,516.201,285.899,447.516,117.792,627.544,12.985,201.344,776.191,30.833,369.068,14.824,965.492,300.727,694.131,163.127,375.173,983.992,814.762,158.223,20.122,927.426,771.677,200.859,570.857,837.919,495.247,71.701,580.279,531.909,914.961,657.042,936.876,430.152,96.589,165.991,900.004,108.914,702.025,730.185,65.24,334.099,519.031,617.821,81.29
SATELLITE,USA,33582.03,1994,731.605,716.18,996.228,661.923,840.299,677.29,570.843,469.071,67.221,101.259,857.229,952.047,321.904,665.787,110.149,285.397,351.182,361.621,706.379,656.16,169.84,822.412,981.948,849.009,681.246,186.21,734.955,620.7,803.566,592.619,122.318,407.24,12.985,106.416,600.643,432.662,90.542,617.954,423.694,584.907,722.221,749.562,995.187,178.222,598.312,775.551
SATELLITE,Russia,13217.25,2021,235.758,566.888,32.242,412.42,343.037,125.106,963.483,689.318,791.526,115.641,130.43,497.336,755.669,830.6,288.299,53.053,274.955,311.713,260.89,646.409,125.606,896.949,260.995,235.403,946.545,813.294,20.672,911.87,998.486,750.975,779.595,406.552,303.078,145.401,591.521,13.49,500.839,107.146,545.091,272.232,897.697,447.37,908.434,695.401,452.741,926.146
ROCKET BODY,India,22124.64,1982,85.978,646.49,31.274,334.302,340.204,156.778,944.462,474.798,206.59,233.336,326.738,548.244,114.73,621.563,279.084,57.858,592.233,4.86,490.338,255.101,166.705,354.341,104.183,968.604,841.276,965.064,276.636,227.779,162.555,246.348,837.018,347.176,385.562,782.024,957.488,602.455,13.413,741.45,777.065,198.646,451.444,428.46,563.037,935.558,379.741,938.989
FRAGMENT,ESA,19437.46,1970,698.795,641.973,917.442,234.634,866.039,367.236,194.998,430.489,69.406,892.36,540.948,464.11,939.354,899.016,752.72,686.503,237.677,675.666,722.73,559.738,850.302,846.215,301.364,914.325,384.779,224.143,462.817,967.587,32.218,748.091,0.483,762.418,967.969,553.675,542.431,776.338,715.566,736.341,431.201,220.541,670.527,583.461,36.577,206.2,476.901,461.664
PAYLOAD,Other,28981.85,2002,958.724,551.97,707.41,995.539,14.263,4.549,346.487,781.152,875.113,69.325,402.775,836.171,164.41,108.238,619.082,550.831,183.16,247.095,695.124,558.341,86.279,537.8,23.431,855.905,138.694,674.98,169.114,222.265,155.486,921.877,679.92,361.974,429.918,288.307,684.53,478.772,370.291,933.782,414.513,218.306,903.704,670.488,557.239,821.567,609.014,777.835
PAYLOAD,Russia,1877.12,2012,118.01,803.033,459.828,341.786,207.237,333.578,776.438,738.177,275.11,977.274,867.416,651.63,861.183,135.371,296.815,316.6,822.413,267.129,834.816,442.512,363.912,598.297,943.396,181.931,538.637,799.971,375.606,176.623,285.633,276.628,985.817,738.921,333.884,799.998,344.242,122.151,985.261,186.93,951.601,437.827,657.509,403.887,529.781,352.196,157.871,39.896
SATELLITE,USA,21164.54,2024,891.98,886.5,9.079,572.114,366.007,377.37,323.522,14.971,73.774,422.259,174.91,202.8,550.598,33.494,663.158,162.505,197.793,388.403,438.069,603.294,59.79,322.699,381.379,930.91,724.843,301.997,547.802,907.253,55.09,309.042,26.942,303.834,907.258,327.981,527.056,431.246,147.671,643.372,609.142,228.272,706.89,336.677,7.054,599.569,414.479,170.488
FRAGMENT,USA,26884.43,1979,166.574,699.394,248.239,736.065,184.511,259.264,989.894,256.382,104.583,561.771,958.864,987.113,506.416,955.55,808.955,190.21,243.207,976.55,730.28,569.763,921.036,513.325,514.969,902.547,762.843,38.174,713.897,314.704,258.713,302.083,869.884,694.307,316.005,726.28,548.127,345.342,159.478,177.526,752.502,574.487,280.847,921.52,296.981,39.386,675.182,279.879
