norad_id,name,object_type,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
10675,OBJECT_675,ROCKET_BODY,GEO,GEO,High,95.83,0.04738,1963,6340,Short,14.9,2027-11-07,ISRO,2026-03-28,RUS,2026-03-28
10676,OBJECT_676,PAYLOAD,GEO,MEO,Moderate,12.84,0.04468,2007,10957,Moderate,14.75,2027-11-08,ESA,2026-03-28,USA,2026-03-28
10677,OBJECT_677,PAYLOAD,GEO,LEO,Low,93.68,0.00071,1991,3766,Long,6.63,2027-11-09,CNSA,2026-03-28,CHN,2026-03-28
10678,OBJECT_678,ROCKET_BODY,GEO,MEO,Moderate,109.22,0.08194,2010,2828,Short,3.95,2027-11-10,CNSA,2026-03-28,USA,2026-03-28
10679,OBJECT_679,DEBRIS,GEO,LEO,High,45.94,0.03598,2011,2059,Moderate,13.29,2027-11-11,CNSA,2026-03-28,USA,2026-03-28
10680,OBJECT_680,DEBRIS,GEO,GEO,Low,75.68,0.05408,1993,11520,Very Long,7.65,2027-11-12,CNSA,2026-03-28,USA,2026-03-28
10681,OBJECT_681,PAYLOAD,GEO,LEO,High,51.62,0.06773,1995,731,Short,3.67,2027-11-13,NASA,2026-03-28,IND,2026-03-28
10682,OBJECT_682,PAYLOAD,GEO,MEO,Low,52.53,0.07026,2002,1833,Short,15.42,2027-11-14,ISRO,2026-03-28,IND,2026-03-28
10683,OBJECT_683,DEBRIS,GEO,MEO,Low,37.24,0.0956,1975,8601,Moderate,3.77,2027-11-15,ISRO,2026-03-28,CHN,2026-03-28
10684,OBJECT_684,ROCKET_BODY,GEO,MEO,Low,91.46,0.05313,2018,15619,Very Long,0.93,2027-11-16,CNSA,2026-03-28,CHN,2026-03-28
10685,OBJECT_685,DEBRIS,GEO,LEO,Moderate,112.34,0.03997,2012,7171,Short,0.83,2027-11-17,CNSA,2026-03-28,CHN,2026-03-28
10686,OBJECT_686,DEBRIS,GEO,MEO,High,112.89,0.09537,1978,4180,Moderate,10.77,2027-11-18,ESA,2026-03-28,USA,2026-03-28
10687,OBJECT_687,PAYLOAD,GEO,MEO,High,20.97,0.06421,2000,6300,Short,11.42,2027-11-19,ESA,2026-03-28,IND,2026-03-28
10688,OBJECT_688,DEBRIS,MEO,MEO,High,104.97,0.02982,2006,7831,Short,5.63,2027-11-20,ESA,2026-03-28,RUS,2026-03-28
10689,OBJECT_689,PAYLOAD,GEO,GEO,Low,88.49,0.01265,2013,11440,Short,5.78,2027-11-21,NASA,2026-03-28,USA,2026-03-28
10690,OBJECT_690,PAYLOAD,GEO,GEO,Moderate,30.34,0.08426,2014,4803,Very Long,6.1,2027-11-22,ISRO,2026-03-28,EU,2026-03-28
10691,OBJECT_691,PAYLOAD,GEO,LEO,Low,8.07,0.03622,1978,6616,Long,11.72,2027-11-23,NASA,2026-03-28,USA,2026-03-28
10692,OBJECT_692,DEBRIS,GEO,LEO,High,32.16,0.06605,2021,6763,Long,1.46,2027-11-24,NASA,2026-03-28,IND,2026-03-28
10693,OBJECT_693,PAYLOAD,GEO,MEO,Moderate,109.46,0.04708,2018,5544,Very Long,15.83,2027-11-25,ISRO,2026-03-28,EU,2026-03-28
10694,OBJECT_694,PAYLOAD,MEO,GEO,Moderate,75.98,0.01989,2024,4884,Very Long,4.17,2027-11-26,ESA,2026-03-28,USA,2026-03-28
10695,OBJECT_695,DEBRIS,GEO,MEO,Moderate,86.53,0.06017,1987,15740,Moderate,16.99,2027-11-27,ISRO,2026-03-28,IND,2026-03-28
10696,OBJECT_696,PAYLOAD,GEO,MEO,High,30.86,0.00607,1977,667,Short,3.33,2027-11-28,CNSA,2026-03-28,IND,2026-03-28
10697,OBJECT_697,DEBRIS,GEO,GEO,Moderate,86.33,0.04133,1985,277,Very Long,13.23,2027-11-29,ESA,2026-03-28,RUS,2026-03-28
10698,OBJECT_698,PAYLOAD,GEO,GEO,Moderate,3.37,0.05466,1978,14064,Moderate,4.19,2027-11-30,ISRO,2026-03-28,USA,2026-03-28
10699,OBJECT_699,PAYLOAD,MEO,GEO,Low,45.04,0.0436,2014,882,Long,1.83,2027-12-01,NASA,2026-03-28,IND,2026-03-28
10700,OBJECT_700,DEBRIS,GEO,LEO,Low,75.21,0.07487,2016,2061,Long,14.94,2027-12-02,ISRO,2026-03-28,CHN,2026-03-28
10701,OBJECT_701,PAYLOAD,GEO,LEO,Moderate,17.53,0.08279,1965,14678,Long,14.67,2027-12-03,ESA,2026-03-28,IND,2026-03-28
10702,OBJECT_702,PAYLOAD,GEO,MEO,Moderate,98.76,0.07712,1960,18467,Long,7.16,2027-12-04,CNSA,2026-03-28,RUS,2026-03-28
10703,OBJECT_703,PAYLOAD,GEO,LEO,Low,28.2,0.00388,1967,6703,Moderate,12.09,2027-12-05,NASA,2026-03-28,IND,2026-03-28
10704,OBJECT_704,PAYLOAD,GEO,GEO,Low,78.27,0.01941,2010,9430,Short,9.69,2027-12-06,CNSA,2026-03-28,USA,2026-03-28
10705,OBJECT_705,ROCKET_BODY,GEO,GEO,Low,48.62,0.05366,1984,15854,Moderate,14.57,2027-12-07,CNSA,2026-03-28,USA,2026-03-28
10706,OBJECT_706,PAYLOAD,GEO,LEO,High,71.53,0.09348,2006,159,Short,5.7,2027-12-08,NASA,2026-03-28,EU,2026-03-28
10707,OBJECT_707,DEBRIS,GEO,MEO,High,12.89,0.0835,2014,15997,Long,9.14,2027-12-09,ISRO,2026-03-28,USA,2026-03-28
10708,OBJECT_708,PAYLOAD,GEO,MEO,Low,2.03,0.08425,2023,5230,Very Long,8.51,2027-12-10,ISRO,2026-03-28,EU,2026-03-28
10709,OBJECT_709,DEBRIS,GEO,LEO,Moderate,109.15,0.03032,1969,7957,Very Long,6.34,2027-12-11,CNSA,2026-03-28,CHN,2026-03-28
10710,OBJECT_710,DEBRIS,GEO,MEO,Low,32.36,0.04294,2015,12567,Very Long,15.21,2027-12-12,ISRO,2026-03-28,RUS,2026-03-28
10711,OBJECT_711,DEBRIS,GEO,MEO,High,98.36,0.04707,1971,2527,Short,3.24,2027-12-13,ESA,2026-03-28,CHN,2026-03-28
10712,OBJECT_712,PAYLOAD,GEO,MEO,Moderate,119.92,0.01574,1992,7804,Long,2.97,2027-12-14,CNSA,2026-03-28,EU,2026-03-28
10713,OBJECT_713,PAYLOAD,GEO,GEO,High,25.37,0.00311,1976,6575,Moderate,10.02,2027-12-15,CNSA,2026-03-28,IND,2026-03-28
10714,OBJECT_714,PAYLOAD,GEO,GEO,Moderate,31.82,0.09469,2020,8734,Very Long,11.35,2027-12-16,CNSA,2026-03-28,IND,2026-03-28
10715,OBJECT_715,ROCKET_BODY,GEO,LEO,High,79.54,0.02407,1969,17523,Short,3.71,2027-12-17,ESA,2026-03-28,CHN,2026-03-28
10716,OBJECT_716,DEBRIS,GEO,GEO,Moderate,115.85,0.02399,1990,7258,Very Long,6.95,2027-12-18,CNSA,2026-03-28,IND,2026-03-28
10717,OBJECT_717,ROCKET_BODY,GEO,MEO,Moderate,109.9,0.00834,2019,3284,Moderate,16.12,2027-12-19,ISRO,2026-03-28,EU,2026-03-28
10718,OBJECT_718,PAYLOAD,GEO,GEO,Moderate,60.35,0.09285,1976,15910,Long,4.57,2027-12-20,ISRO,2026-03-28,RUS,2026-03-28
10719,OBJECT_719,DEBRIS,GEO,LEO,Moderate,95.41,0.05797,2009,11803,Moderate,11.53,2027-12-21,ISRO,2026-03-28,USA,2026-03-28
10720,OBJECT_720,ROCKET_BODY,GEO,GEO,High,16.29,0.0667,1996,7897,Long,12.71,2027-12-22,ISRO,2026-03-28,EU,2026-03-28
10721,OBJECT_721,PAYLOAD,GEO,MEO,High,117.29,0.09116,2021,18804,Long,7.89,2027-12-23,CNSA,2026-03-28,EU,2026-03-28
10722,OBJECT_722,PAYLOAD,GEO,MEO,Moderate,115.72,0.03456,1988,13527,Long,15.97,2027-12-24,ESA,2026-03-28,USA,2026-03-28
10723,OBJECT_723,DEBRIS,GEO,LEO,Moderate,19.65,0.06215,1991,18141,Very Long,12.65,2027-12-25,NASA,2026-03-28,USA,2026-03-28
10724,OBJECT_724,DEBRIS,GEO,GEO,High,35.93,0.00388,1970,11279,Moderate,8.06,2027-12-26,ISRO,2026-03-28,RUS,2026-03-28
10725,OBJECT_725,DEBRIS,GEO,GEO,Moderate,12.02,0.01868,1965,13243,Very Long,9.89,2027-12-27,NASA,2026-03-28,RUS,2026-03-28
10726,OBJECT_726,PAYLOAD,GEO,GEO,Moderate,32.61,0.08312,1994,18691,Moderate,11.93,2027-12-28,NASA,2026-03-28,RUS,2026-03-28
10727,OBJECT_727,DEBRIS,GEO,MEO,Moderate,97.91,0.07668,1992,2571,Short,10.27,2027-12-29,CNSA,2026-03-28,IND,2026-03-28
10728,OBJECT_728,PAYLOAD,GEO,LEO,Low,45.4,0.03506,1977,325,Short,15.0,2027-12-30,ISRO,2026-03-28,EU,2026-03-28
10729,OBJECT_729,PAYLOAD,GEO,GEO,Moderate,10.61,0.03768,1996,9722,Moderate,6.39,2027-12-31,ISRO,2026-03-28,USA,2026-03-28
10730,OBJECT_730,PAYLOAD,GEO,MEO,Low,41.07,0.05336,1972,5646,Moderate,5.45,2028-01-01,ISRO,2026-03-28,EU,2026-03-28
10731,OBJECT_731,DEBRIS,GEO,MEO,Moderate,117.77,2e-05,2023,18330,Moderate,4.03,2028-01-02,NASA,2026-03-28,EU,2026-03-28
10732,OBJECT_732,DEBRIS,GEO,MEO,High,75.56,0.02412,1960,14405,Moderate,1.12,2028-01-03,ISRO,2026-03-28,RUS,2026-03-28
10733,OBJECT_733,DEBRIS,GEO,GEO,Low,49.94,0.02082,2022,4487,Long,1.21,2028-01-04,ISRO,2026-03-28,RUS,2026-03-28
10734,OBJECT_734,PAYLOAD,GEO,GEO,Low,19.98,0.02505,1993,2431,Very Long,14.86,2028-01-05,ESA,2026-03-28,EU,2026-03-28
10735,OBJECT_735,DEBRIS,GEO,GEO,Moderate,118.34,0.08059,1969,19895,Long,11.69,2028-01-06,CNSA,2026-03-28,RUS,2026-03-28
10736,OBJECT_736,PAYLOAD,GEO,GEO,Moderate,98.5,0.02797,1966,17230,Very Long,11.4,2028-01-07,ISRO,2026-03-28,IND,2026-03-28
10737,OBJECT_737,DEBRIS,GEO,GEO,Low,33.78,0.01915,2015,13157,Very Long,10.64,2028-01-08,ISRO,2026-03-28,USA,2026-03-28
10738,OBJECT_738,PAYLOAD,GEO,GEO,High,8.41,0.05043,1996,568,Very Long,14.51,2028-01-09,CNSA,2026-03-28,EU,2026-03-28
10739,OBJECT_739,PAYLOAD,GEO,GEO,High,6.8,0.08656,1988,2180,Long,8.42,2028-01-10,CNSA,2026-03-28,USA,2026-03-28
10740,OBJECT_740,PAYLOAD,MEO,GEO,Moderate,14.45,0.02413,1971,2020,Moderate,14.86,2028-01-11,NASA,2026-03-28,IND,2026-03-28
10741,OBJECT_741,PAYLOAD,GEO,GEO,High,69.69,0.00785,1976,15920,Long,6.43,2028-01-12,NASA,2026-03-28,RUS,2026-03-28
10742,OBJECT_742,DEBRIS,GEO,MEO,High,111.45,0.03564,2007,19704,Long,15.79,2028-01-13,NASA,2026-03-28,CHN,2026-03-28
10743,OBJECT_743,DEBRIS,GEO,GEO,Moderate,59.61,0.07477,1985,18705,Very Long,12.03,2028-01-14,CNSA,2026-03-28,IND,2026-03-28
10744,OBJECT_744,PAYLOAD,GEO,LEO,High,101.15,0.05507,1971,18031,Short,4.74,2028-01-15,ESA,2026-03-28,CHN,2026-03-28
10745,OBJECT_745,DEBRIS,GEO,MEO,Moderate,53.51,0.08168,1980,3910,Short,9.81,2028-01-16,ISRO,2026-03-28,USA,2026-03-28
10746,OBJECT_746,PAYLOAD,GEO,GEO,Low,85.03,0.09596,2001,8016,Long,9.3,2028-01-17,CNSA,2026-03-28,EU,2026-03-28
10747,OBJECT_747,DEBRIS,GEO,LEO,Moderate,87.82,0.07927,2020,3421,Very Long,2.78,2028-01-18,ESA,2026-03-28,RUS,2026-03-28
10748,OBJECT_748,ROCKET_BODY,GEO,GEO,Low,20.88,0.06038,2017,14886,Long,10.26,2028-01-19,CNSA,2026-03-28,IND,2026-03-28
10749,OBJECT_749,DEBRIS,GEO,LEO,Low,43.35,0.04933,2013,16741,Long,5.69,2028-01-20,ESA,2026-03-28,RUS,2026-03-28
10750,OBJECT_750,PAYLOAD,GEO,LEO,High,76.48,0.00401,1993,7486,Moderate,1.36,2028-01-21,CNSA,2026-03-28,CHN,2026-03-28
10751,OBJECT_751,ROCKET_BODY,GEO,LEO,High,8.48,0.09843,1966,19466,Very Long,16.15,2028-01-22,CNSA,2026-03-28,CHN,2026-03-28
10752,OBJECT_752,DEBRIS,MEO,LEO,High,43.38,0.03835,1994,18665,Short,11.08,2028-01-23,ESA,2026-03-28,EU,2026-03-28
10753,OBJECT_753,PAYLOAD,GEO,MEO,Moderate,64.18,0.01522,1974,4132,Short,14.97,2028-01-24,ESA,2026-03-28,CHN,2026-03-28
10754,OBJECT_754,PAYLOAD,GEO,MEO,High,119.55,0.06667,2024,10653,Short,11.65,2028-01-25,ESA,2026-03-28,EU,2026-03-28
10755,OBJECT_755,DEBRIS,GEO,LEO,Low,56.94,0.02843,1984,14380,Long,6.39,2028-01-26,ESA,2026-03-28,IND,2026-03-28
10756,OBJECT_756,DEBRIS,GEO,GEO,High,97.93,0.05858,2018,14904,Very Long,8.96,2028-01-27,ESA,2026-03-28,EU,2026-03-28
10757,OBJECT_757,DEBRIS,GEO,LEO,High,51.85,0.05868,1965,15914,Moderate,11.65,2028-01-28,ESA,2026-03-28,CHN,2026-03-28
10758,OBJECT_758,DEBRIS,GEO,MEO,Moderate,95.57,0.04457,2011,19172,Short,16.34,2028-01-29,ESA,2026-03-28,USA,2026-03-28
10759,OBJECT_759,DEBRIS,GEO,GEO,Moderate,71.45,0.08361,1980,9471,Very Long,4.69,2028-01-30,ESA,2026-03-28,EU,2026-03-28
10760,OBJECT_760,PAYLOAD,GEO,MEO,Low,106.39,0.0265,1991,16850,Short,14.94,2028-01-31,CNSA,2026-03-28,RUS,2026-03-28
10761,OBJECT_761,PAYLOAD,GEO,MEO,Moderate,49.31,0.04486,2012,11541,Moderate,15.75,2028-02-01,ESA,2026-03-28,USA,2026-03-28
10762,OBJECT_762,PAYLOAD,GEO,GEO,High,72.52,0.05377,2018,17872,Very Long,11.56,2028-02-02,ESA,2026-03-28,EU,2026-03-28
10763,OBJECT_763,DEBRIS,GEO,LEO,Moderate,75.6,0.06636,2021,4598,Long,15.87,2028-02-03,CNSA,2026-03-28,RUS,2026-03-28
10764,OBJECT_764,PAYLOAD,MEO,LEO,Low,50.09,0.0784,1963,4537,Long,7.06,2028-02-04,CNSA,2026-03-28,USA,2026-03-28
10765,OBJECT_765,DEBRIS,GEO,LEO,High,17.32,0.03948,1977,16710,Short,16.22,2028-02-05,NASA,2026-03-28,EU,2026-03-28
10766,OBJECT_766,DEBRIS,GEO,LEO,Low,11.23,0.0646,2015,9958,Short,12.1,2028-02-06,NASA,2026-03-28,IND,2026-03-28
10767,OBJECT_767,DEBRIS,GEO,GEO,Moderate,2.0,0.01506,1983,4163,Very Long,1.19,2028-02-07,ESA,2026-03-28,RUS,2026-03-28
10768,OBJECT_768,PAYLOAD,GEO,GEO,Moderate,104.82,0.09326,2025,304,Moderate,15.46,2028-02-08,ESA,2026-03-28,IND,2026-03-28
10769,OBJECT_769,DEBRIS,MEO,GEO,Low,28.38,0.03831,1972,5068,Short,8.49,2028-02-09,NASA,2026-03-28,CHN,2026-03-28
10770,OBJECT_770,PAYLOAD,GEO,MEO,High,25.38,0.07295,2021,5025,Very Long,8.1,2028-02-10,NASA,2026-03-28,EU,2026-03-28
10771,OBJECT_771,DEBRIS,GEO,GEO,Moderate,88.32,0.00203,2013,7716,Moderate,9.85,2028-02-11,ISRO,2026-03-28,EU,2026-03-28
10772,OBJECT_772,PAYLOAD,GEO,LEO,Moderate,38.4,0.02052,1974,11227,Short,2.96,2028-02-12,ISRO,2026-03-28,RUS,2026-03-28
10773,OBJECT_773,PAYLOAD,GEO,MEO,High,60.73,0.04871,1962,2632,Short,8.24,2028-02-13,ESA,2026-03-28,EU,2026-03-28
10774,OBJECT_774,DEBRIS,GEO,LEO,Moderate,19.5,0.08783,1996,13413,Very Long,14.21,2028-02-14,ISRO,2026-03-28,CHN,2026-03-28
10775,OBJECT_775,PAYLOAD,GEO,LEO,Low,115.17,0.05273,1996,15038,Short,0.76,2028-02-15,NASA,2026-03-28,EU,2026-03-28
10776,OBJECT_776,PAYLOAD,GEO,GEO,Moderate,102.19,0.09299,1962,11648,Long,5.0,2028-02-16,ESA,2026-03-28,USA,2026-03-28
10777,OBJECT_777,DEBRIS,GEO,GEO,Moderate,103.65,0.04838,2022,12570,Moderate,0.54,2028-02-17,CNSA,2026-03-28,IND,2026-03-28
10778,OBJECT_778,DEBRIS,GEO,LEO,High,48.81,0.04904,1994,2370,Moderate,7.36,2028-02-18,CNSA,2026-03-28,CHN,2026-03-28
10779,OBJECT_779,DEBRIS,GEO,LEO,Low,91.48,0.01197,2011,11660,Long,12.52,2028-02-19,NASA,2026-03-28,CHN,2026-03-28
10780,OBJECT_780,DEBRIS,GEO,MEO,High,17.27,0.08027,1987,529,Very Long,13.68,2028-02-20,ISRO,2026-03-28,IND,2026-03-28
10781,OBJECT_781,DEBRIS,GEO,GEO,Moderate,1.03,0.0247,1977,10503,Long,16.1,2028-02-21,CNSA,2026-03-28,IND,2026-03-28
10782,OBJECT_782,PAYLOAD,GEO,MEO,Moderate,2.4,0.08996,1995,4676,Long,10.54,2028-02-22,ISRO,2026-03-28,CHN,2026-03-28
10783,OBJECT_783,PAYLOAD,GEO,MEO,High,70.39,0.09108,1992,18048,Moderate,4.7,2028-02-23,CNSA,2026-03-28,IND,2026-03-28
10784,OBJECT_784,PAYLOAD,GEO,MEO,High,54.65,0.09433,2023,19749,Very Long,15.75,2028-02-24,ISRO,2026-03-28,RUS,2026-03-28
10785,OBJECT_785,ROCKET_BODY,GEO,LEO,High,62.16,0.05202,1985,2342,Short,13.29,2028-02-25,CNSA,2026-03-28,IND,2026-03-28
10786,OBJECT_786,DEBRIS,GEO,MEO,Low,0.9,0.06771,2007,13920,Long,9.98,2028-02-26,CNSA,2026-03-28,USA,2026-03-28
10787,OBJECT_787,PAYLOAD,GEO,MEO,Moderate,50.72,0.07785,1999,14731,Long,11.98,2028-02-27,ESA,2026-03-28,USA,2026-03-28
10788,OBJECT_788,PAYLOAD,GEO,LEO,High,86.17,0.0131,1976,15257,Very Long,15.75,2028-02-28,ESA,2026-03-28,RUS,2026-03-28
10789,OBJECT_789,ROCKET_BODY,GEO,GEO,Moderate,53.12,0.0601,1999,4906,Long,12.25,2028-02-29,NASA,2026-03-28,IND,2026-03-28
10790,OBJECT_790,PAYLOAD,GEO,GEO,Low,87.87,0.00343,1966,15540,Very Long,6.58,2028-03-01,CNSA,2026-03-28,USA,2026-03-28
10791,OBJECT_791,DEBRIS,GEO,MEO,Low,27.96,0.04976,2016,15256,Short,12.26,2028-03-02,ISRO,2026-03-28,EU,2026-03-28
10792,OBJECT_792,DEBRIS,MEO,LEO,Low,97.58,0.01548,1967,8885,Very Long,1.16,2028-03-03,CNSA,2026-03-28,IND,2026-03-28
10793,OBJECT_793,DEBRIS,GEO,GEO,Low,70.61,0.01829,2015,9144,Short,6.88,2028-03-04,ISRO,2026-03-28,RUS,2026-03-28
10794,OBJECT_794,PAYLOAD,GEO,MEO,Moderate,25.29,0.0365,1990,5951,Very Long,7.2,2028-03-05,ISRO,2026-03-28,IND,2026-03-28
10795,OBJECT_795,DEBRIS,GEO,MEO,Low,28.41,0.04324,2018,1361,Long,3.25,2028-03-06,CNSA,2026-03-28,CHN,2026-03-28
10796,OBJECT_796,ROCKET_BODY,GEO,LEO,Low,75.36,0.06232,2017,5128,Short,0.88,2028-03-07,ISRO,2026-03-28,CHN,2026-03-28
10797,OBJECT_797,DEBRIS,GEO,MEO,High,99.59,0.00744,1971,14253,Long,2.7,2028-03-08,NASA,2026-03-28,USA,2026-03-28
10798,OBJECT_798,DEBRIS,GEO,GEO,Low,49.88,0.05037,2007,8731,Short,11.3,2028-03-09,ESA,2026-03-28,CHN,2026-03-28
10799,OBJECT_799,ROCKET_BODY,GEO,LEO,High,31.0,0.01826,1990,3926,Very Long,13.74,2028-03-10,ISRO,2026-03-28,RUS,2026-03-28
10800,OBJECT_800,DEBRIS,GEO,GEO,Low,104.04,0.0574,2022,8464,Very Long,16.81,2028-03-11,CNSA,2026-03-28,USA,2026-03-28
10801,OBJECT_801,PAYLOAD,GEO,GEO,Low,80.31,0.06374,1998,17413,Very Long,6.21,2028-03-12,ESA,2026-03-28,RUS,2026-03-28
10802,OBJECT_802,DEBRIS,MEO,GEO,High,53.77,0.05567,1979,1243,Moderate,10.39,2028-03-13,NASA,2026-03-28,RUS,2026-03-28
10803,OBJECT_803,DEBRIS,GEO,MEO,Low,58.55,0.07383,2007,8785,Moderate,15.96,2028-03-14,ISRO,2026-03-28,CHN,2026-03-28
10804,OBJECT_804,PAYLOAD,GEO,MEO,Moderate,24.51,0.03356,2013,9798,Short,3.26,2028-03-15,ISRO,2026-03-28,CHN,2026-03-28
10805,OBJECT_805,DEBRIS,GEO,GEO,Moderate,75.22,0.07651,1988,6407,Moderate,12.34,2028-03-16,ESA,2026-03-28,RUS,2026-03-28
10806,OBJECT_806,ROCKET_BODY,GEO,GEO,Low,43.05,0.04328,2007,19762,Very Long,12.96,2028-03-17,ISRO,2026-03-28,CHN,2026-03-28
10807,OBJECT_807,ROCKET_BODY,GEO,LEO,Moderate,119.48,0.04842,2015,13966,Moderate,1.97,2028-03-18,CNSA,2026-03-28,CHN,2026-03-28
10808,OBJECT_808,PAYLOAD,GEO,LEO,High,57.62,0.06481,1976,13734,Moderate,14.71,2028-03-19,ESA,2026-03-28,CHN,2026-03-28
10809,OBJECT_809,PAYLOAD,GEO,MEO,Low,58.31,0.00184,1968,17825,Long,13.92,2028-03-20,ESA,2026-03-28,IND,2026-03-28
10810,OBJECT_810,ROCKET_BODY,GEO,MEO,Low,67.9,0.0654,1993,3627,Short,1.05,2028-03-21,ISRO,2026-03-28,RUS,2026-03-28
10811,OBJECT_811,DEBRIS,GEO,LEO,High,110.01,0.06186,2004,10075,Short,2.0,2028-03-22,NASA,2026-03-28,EU,2026-03-28
10812,OBJECT_812,PAYLOAD,GEO,GEO,High,96.1,0.03098,1968,16569,Short,1.31,2028-03-23,NASA,2026-03-28,RUS,2026-03-28
10813,OBJECT_813,ROCKET_BODY,MEO,MEO,High,54.14,0.00858,1966,8032,Moderate,6.02,2028-03-24,NASA,2026-03-28,USA,2026-03-28
10814,OBJECT_814,DEBRIS,GEO,GEO,Low,86.24,0.00909,1975,3189,Very Long,8.9,2028-03-25,NASA,2026-03-28,CHN,2026-03-28
10815,OBJECT_815,DEBRIS,GEO,LEO,High,70.35,0.09232,1978,2946,Long,9.28,2028-03-26,ESA,2026-03-28,CHN,2026-03-28
10816,OBJECT_816,DEBRIS,GEO,MEO,High,59.08,0.06893,1965,6766,Short,4.92,2028-03-27,ESA,2026-03-28,EU,2026-03-28
10817,OBJECT_817,PAYLOAD,MEO,MEO,Moderate,23.08,0.01271,1970,18859,Moderate,15.54,2028-03-28,ISRO,2026-03-28,USA,2026-03-28
10818,OBJECT_818,PAYLOAD,GEO,LEO,Moderate,55.67,0.03567,2020,10808,Very Long,6.58,2028-03-29,NASA,2026-03-28,IND,2026-03-28
10819,OBJECT_819,PAYLOAD,GEO,MEO,Low,29.5,0.05925,2001,10205,Long,1.25,2028-03-30,NASA,2026-03-28,RUS,2026-03-28
10820,OBJECT_820,DEBRIS,GEO,LEO,Moderate,109.78,0.08356,1972,9353,Long,5.45,2028-03-31,ISRO,2026-03-28,IND,2026-03-28
10821,OBJECT_821,PAYLOAD,GEO,MEO,Moderate,40.25,0.00437,1971,4600,Short,9.26,2028-04-01,ISRO,2026-03-28,USA,2026-03-28
10822,OBJECT_822,PAYLOAD,GEO,LEO,High,114.27,0.02366,1979,4314,Short,7.24,2028-04-02,ISRO,2026-03-28,EU,2026-03-28
10823,OBJECT_823,PAYLOAD,GEO,MEO,High,63.97,0.08897,2009,2219,Very Long,5.02,2028-04-03,CNSA,2026-03-28,USA,2026-03-28
10824,OBJECT_824,DEBRIS,GEO,GEO,Moderate,75.79,0.00092,1995,13787,Moderate,2.67,2028-04-04,ISRO,2026-03-28,EU,2026-03-28
10825,OBJECT_825,ROCKET_BODY,MEO,GEO,Moderate,65.15,0.02014,1996,17537,Very Long,14.02,2028-04-05,ISRO,2026-03-28,IND,2026-03-28
10826,OBJECT_826,PAYLOAD,GEO,GEO,Moderate,15.53,0.0959,1971,57,Short,16.94,2028-04-06,CNSA,2026-03-28,IND,2026-03-28
10827,OBJECT_827,PAYLOAD,MEO,MEO,Low,45.1,0.06134,1999,12534,Very Long,5.94,2028-04-07,NASA,2026-03-28,USA,2026-03-28
10828,OBJECT_828,DEBRIS,GEO,MEO,Low,11.9,0.02617,2013,144,Moderate,6.8,2028-04-08,ESA,2026-03-28,USA,2026-03-28
10829,OBJECT_829,PAYLOAD,GEO,GEO,Low,74.75,0.0067,1961,7219,Long,10.7,2028-04-09,NASA,2026-03-28,CHN,2026-03-28
10830,OBJECT_830,PAYLOAD,GEO,GEO,Moderate,53.62,0.00282,2009,8560,Long,12.35,2028-04-10,ESA,2026-03-28,EU,2026-03-28
10831,OBJECT_831,PAYLOAD,GEO,LEO,Moderate,93.36,0.02447,2000,616,Long,6.97,2028-04-11,ESA,2026-03-28,CHN,2026-03-28
10832,OBJECT_832,PAYLOAD,GEO,LEO,Low,26.46,0.08815,2004,8063,Long,15.43,2028-04-12,ISRO,2026-03-28,RUS,2026-03-28
10833,OBJECT_833,PAYLOAD,GEO,LEO,Low,19.75,0.04159,1968,11521,Short,9.74,2028-04-13,ISRO,2026-03-28,RUS,2026-03-28
10834,OBJECT_834,PAYLOAD,GEO,GEO,Moderate,48.76,0.07203,2021,5978,Short,7.93,2028-04-14,CNSA,2026-03-28,USA,2026-03-28
10835,OBJECT_835,PAYLOAD,GEO,GEO,High,111.19,0.09183,2006,11420,Moderate,11.17,2028-04-15,NASA,2026-03-28,IND,2026-03-28
10836,OBJECT_836,ROCKET_BODY,GEO,GEO,Low,85.25,0.0408,1964,9781,Moderate,16.22,2028-04-16,NASA,2026-03-28,RUS,2026-03-28
10837,OBJECT_837,PAYLOAD,GEO,LEO,Moderate,50.27,0.01913,1960,10682,Moderate,13.61,2028-04-17,ESA,2026-03-28,RUS,2026-03-28
10838,OBJECT_838,DEBRIS,GEO,MEO,Moderate,62.07,0.05171,2003,6985,Moderate,1.16,2028-04-18,ISRO,2026-03-28,CHN,2026-03-28
10839,OBJECT_839,DEBRIS,GEO,GEO,High,10.11,0.09081,1981,4972,Very Long,5.98,2028-04-19,ISRO,2026-03-28,CHN,2026-03-28
10840,OBJECT_840,PAYLOAD,GEO,MEO,Moderate,118.15,0.08044,1997,945,Moderate,8.26,2028-04-20,NASA,2026-03-28,RUS,2026-03-28
10841,OBJECT_841,DEBRIS,GEO,MEO,Moderate,79.97,0.00658,1978,9115,Long,5.69,2028-04-21,CNSA,2026-03-28,USA,2026-03-28
10842,OBJECT_842,PAYLOAD,GEO,MEO,Low,34.25,0.06926,1990,7079,Long,12.05,2028-04-22,ISRO,2026-03-28,CHN,2026-03-28
10843,OBJECT_843,ROCKET_BODY,GEO,LEO,Low,70.3,0.05719,2001,18131,Long,14.13,2028-04-23,CNSA,2026-03-28,RUS,2026-03-28
